city,total_margin,orders_count,lat,lon
Arujá,1059.4978472395333,59,-23.38453823,-46.32311742
Manhuaçu,1049.4670652114664,49,-20.22615974734694,-42.08693577959183
Tangará da Serra,1035.274166912236,58,-14.43534258,-58.31127243
Lagarto,1019.655270532754,54,-10.90154964,-37.66562597
Jundiaí,1006.559480199862,67,-23.162421203880598,-46.91086610656716
Codó,998.70481558253,53,-4.566328919,-43.88853242
São Cristóvão,991.6452508613519,42,-10.96174972,-37.22297391
Santa Inês,991.5707722893852,58,-3.762607566896552,-45.443019525000004
Ponta Porã,967.5399658295062,61,-22.2026201,-55.58208727
Abaetetuba,958.8258487081162,50,-1.7301282460000003,-48.88256264
Parnamirim,956.0524923588118,77,-5.925765553181818,-35.25398464961039
Valinhos,952.5801468182461,62,-22.97221229,-46.9836483
Esmeraldas,945.801397719906,73,-19.743136880958904,-44.256074796164384
Penedo,943.6408530477471,35,-10.23130153,-36.48241565
Teixeira de Freitas,928.0658836999561,50,-17.539914062,-39.733891117999995
Jacundá,923.6135299731337,54,-4.598226369,-49.18109117
Pouso Alegre,918.1751877033959,49,-22.26555501,-45.940320650000004
Aracaju,917.8229288347507,51,-10.912957552941174,-37.08179244941177
Caeté,912.3744288816974,27,-19.86828271,-43.637549869999994
Natal,905.4468585801155,41,-5.814088981097561,-35.24151133512195
Barcarena,892.7363489597694,60,-1.498626147,-48.63420935
Guarujá,891.1397258370996,72,-23.964880796666666,-46.27611324
Nova Serrana,890.3476208875942,59,-19.85262066,-44.974229
Ipojuca,879.7305419095626,55,-8.438475848,-35.08689119
Breves,875.8409608059985,53,-1.12138869,-50.62805333
Colônia Boa Vista,867.2619638773846,73,-3.291289693,-60.95828850000001
Rio Claro,859.9394946826352,60,-22.382762567999997,-47.5800339225
Balsas,859.6087670519482,56,-8.246883599,-46.36165559
Porto Ferreira,856.1189535942993,49,-21.841399199999998,-47.44657444
Sidrolândia,852.2488537725906,38,-21.09355876,-54.94235616999999
Portel,839.831616841885,59,-2.565418783,-50.95573558
Rosário do Sul,838.4255920046384,24,-30.32477398,-55.11473512
Santa Cruz do Capibaribe,831.8573754769685,62,-7.885821824,-36.31656688
Santa Helena,828.2169900720179,53,-5.296781272320755,-39.029370007924534
Cametá,827.0789086974409,73,-2.250956794,-49.50943583
Divinópolis,826.7866582530638,69,-12.535561732405798,-49.83085632173913
Canoas,803.939394350892,42,-29.894116630000003,-51.200408239999994
Peruíbe,796.4963551930481,49,-24.27780327,-47.0127315
Sapiranga,789.9123296175284,27,-29.6124722,-50.99522191
Marituba,789.6452301445203,48,-1.393927359,-48.31557031
Sete Lagoas,784.6511311209049,63,-19.445067551746032,-44.22955180634921
Sorriso,778.8330927273358,34,-12.73606025,-55.68147669
Indaiatuba,778.2567685795677,32,-23.10179132,-47.23141776
Nova Mutum,771.6969437705491,54,-13.62549847,-56.11214304
Goianésia,768.9801085789323,46,-15.28309442,-49.17594607
Erechim,754.1884944075865,44,-27.64380116,-52.25723039
Paranaíba,753.1067642668195,40,-19.52781315,-51.39549799
Senhor do Bonfim,749.1879157171846,28,-10.4756829,-40.11267903
Chapadinha,745.325067995821,31,-3.854968735,-43.4444994
Barra,743.3106108596713,28,-11.07893539,-43.37716256
Jacobina,739.5738363193713,43,-11.14117947,-40.55859376
Viana,730.6426192919724,46,-15.525335577869566,-41.789828567391304
Patrocínio,729.8883885542601,40,-18.97124864,-47.05148418
Maringá,727.9014282680632,32,-23.38991364,-51.91567814
Cascavel,724.8842574809008,44,-4.237360719,-38.29792295
Cruz das Almas,724.0055249462223,31,-12.68568992,-39.12971955
Cabedelo,719.7100007750926,33,-7.027944511,-34.84786924
Ouro Preto,718.0293042975225,26,-20.39145378,-43.61074488
Planaltina,716.9042369587435,27,-15.45713595,-47.61274411
Itaitinga,708.2257082064253,31,-3.997264671,-38.54903451
Timon,705.5201773835252,34,-5.10563417982353,-42.84336612235295
Passo Fundo,701.5314250459888,45,-28.21907269,-52.4039578
Seropédica,700.4913956268675,41,-22.75578107,-43.69924279
Jeremoabo,698.0878901815893,13,-9.945974393,-38.56341462
Taiçoca,697.4169462963852,58,-10.86376024,-37.14623191
Cáceres,696.8129889318947,48,-16.52711035,-57.83679919
Piracicaba,694.9827962610976,33,-22.75316417,-47.66169588
Barreira do Campo,686.8481167986182,40,-9.364119434,-50.61119911
Livramento de Nossa Senhora,671.3700417900898,26,-13.8089231,-42.00917819000001
Florianópolis,668.9510223122294,40,-27.57975864,-48.54553606
Moru,664.1504713880522,30,-3.731847886,-49.36841895
Vargem Grande,662.8040684758519,34,-3.725343218,-43.85058457
Ubá,661.639116063724,39,-21.10622331,-42.96601583
Russas,655.0670013667113,52,-4.842611884,-38.14641877
Cabo de Santo Agostinho,651.3002084541373,53,-8.288680464603774,-35.030130883396225
Serra,650.7088776011007,51,-20.203623314705883,-40.26077444960785
Santa Isabel do Pará,648.4394811287768,57,-1.365177003,-48.12930284000001
Bento Gonçalves,645.5027133335769,37,-29.11569808,-51.52567934
Concórdia,645.2831972297656,58,-27.23858219,-52.00906481
Simões Filho,641.9776353398473,47,-12.76746434,-38.4026435
Lajedo,641.7916920265154,35,-8.682406764,-36.28951213
Navegantes,641.6082517710731,28,-26.82125772,-48.73214366999999
Mineiros,636.0859619845679,29,-17.63093087,-52.76691918
Pesqueira,635.5969744688093,47,-8.392642636,-36.73697529
Aquiraz,633.3280665175271,44,-3.9767765750000006,-38.39456359
João Pessoa,630.5379054297058,31,-7.154950744419355,-34.88603938935484
São Sebastião do Paraíso,630.3920702243746,50,-20.92412373,-47.00628923
Itapetinga,625.3177014277109,29,-15.30447212,-40.05388972
Açailândia,619.6522265709729,46,-4.759590965,-47.33207873
Ibirité,615.129995650467,40,-20.02388229,-44.06838161
Salinópolis,614.4076473863789,29,-0.685824158,-47.35214402
São José do Rio Pardo,613.5858881293531,28,-21.60353993,-46.87932266
Bertioga,613.4269313669491,26,-23.75969419,-46.02989515
Canindé,612.8636406472451,37,-4.401271533,-39.41989232
Pacatuba,611.2418737292456,49,-3.9536554340000003,-38.5977315
Alfenas,610.7086074012168,31,-21.389730949999997,-45.96688596
Brejo,605.7164263582529,26,-3.684608001,-42.82843779
