created_at,Display | Chrome,Display | Firefox,Display | IE,Display | Other,Display | Safari,Email | Chrome,Email | Firefox,Email | IE,Email | Other,Email | Safari,Facebook | Chrome,Facebook | Firefox,Facebook | IE,Facebook | Other,Facebook | Safari,Organic | Chrome,Organic | Firefox,Organic | IE,Organic | Other,Organic | Safari,Search | Chrome,Search | Firefox,Search | IE,Search | Other,Search | Safari
2019-09-23T00:00:00.000000+0000,83.27123256241907,,,,,102.40639478562913,,,,,121.74453703587277,,,,,357.38031949165486,,57.70446441838017,,225.75256018911688,1253.8485784065833,507.76751915657445,163.27695735824577,284.054906218263,502.66575178437813
2019-09-30T00:00:00.000000+0000,59.74073264775802,,,,,,,,,,142.0863523943499,144.576773058631,,,67.2013274540218,381.9531423827091,,63.51048804102028,,239.78390176727407,1362.8663835428104,506.76063084610786,146.08095741773772,,540.7623120950099
2019-10-07T00:00:00.000000+0000,,,,,,,,,,,149.80161749627936,,,,,426.13889969267257,175.63326794983755,,,249.46401677859848,1459.7500299758406,483.16231080498653,168.28890026688708,,668.837308517002
2019-10-14T00:00:00.000000+0000,59.96090245531066,,,,,,,,,,163.27746354738926,,,,,414.6152171524574,,,,227.27478290391622,1444.5015061037325,565.7500492329082,,285.4352812138908,682.4126560674928
2019-10-21T00:00:00.000000+0000,78.24825364310124,69.38213254522283,,,,99.2871071872119,,,,,132.47127710298355,,,,,383.8302738580117,167.3646913056389,,,141.93313101679632,1519.358980197998,551.5438109993465,,325.37921289761124,619.1226562680862
2019-10-28T00:00:00.000000+0000,75.27521619550099,,,,155.82466533176685,90.1027498607668,,,,,211.10639985515184,,,,,374.4522738631079,170.71139744769462,69.20473193850084,,,1443.730633972424,421.46645116034256,141.93874943096404,269.406922796639,632.3775594112558
2019-11-04T00:00:00.000000+0000,77.46402003124545,,,,,,,,,,196.53936796191732,126.26861675693702,,,,434.0212234653996,185.4526776085532,,,89.31587646333475,1504.38814320343,560.8875131442279,147.9779856402356,324.999997777849,617.7453517743871
2019-11-11T00:00:00.000000+0000,,,,,,87.01106240378553,,,,90.708105429659,204.16901389927025,127.90321315425297,,,120.94444458783283,361.5439237245395,,,,84.58570140422222,1639.416149156083,602.6994648064441,,319.4238901694063,607.6571692595293
2019-11-18T00:00:00.000000+0000,105.96494997708612,69.38213254522283,,,,,72.39919478656603,,,97.91710540116893,219.3044372700205,,,,151.2821171915428,304.80533634708235,228.1966549094675,,,74.1928988093931,1590.5492848845906,541.7175816228469,,250.16448437325423,626.5292314906602
2019-11-25T00:00:00.000000+0000,131.45263116175505,55.618214991145386,,,,,,,,,244.49508882607265,,,,177.12860546260416,373.42046519249106,,,,69.68839880865549,1515.582304877753,454.90574635018424,,289.92677870804175,611.0575354597213
2019-12-02T00:00:00.000000+0000,,,,,149.52309376101346,81.50611528948762,,,,,253.29819546330674,136.60490778150242,,,,295.926456522276,,,,55.65705723049829,1838.7029739614854,474.8972523350033,150.2930419145618,,439.3261751435166
2019-12-09T00:00:00.000000+0000,112.93483114208776,55.618214991145386,,,,179.12923148342287,,,,,281.8893018016319,,,,,372.44174237508787,213.50645394932408,65.17179820336598,,,2025.8702775453567,486.91647535852917,147.23790932469697,,481.07689069400664
2019-12-16T00:00:00.000000+0000,,,,,,,,,,,286.6450517569396,117.95888805150676,,,178.0961544340309,358.69776054267356,206.59152850319254,,,29.747459814627618,2032.9365602150694,541.7689637753192,144.3352632105532,196.33636685752194,521.4401022045396
2019-12-23T00:00:00.000000+0000,166.911468208842,,,,,,50.90732236924501,,,,206.77467904956418,,,,,410.63171419731077,213.22127393145772,59.14275791173342,,,2142.9871745656314,588.4065891139463,,,536.9873456991033
2019-12-30T00:00:00.000000+0000,156.10492438638659,63.47179820819718,,,,200.54829037515682,74.63029541139142,,,,,118.14698058865122,,,,362.8711738642143,,,,30.631334826443307,2233.900082475244,535.676485353796,89.14007354357024,,513.5664844696677
2020-01-06T00:00:00.000000+0000,155.987073232491,,,,135.46284363567466,214.9825090554166,,,,,,,,,,390.05448870150013,138.15876120725633,,,84.66529248757499,2244.4067304747846,566.0305268043444,112.91207362040157,192.15474186242852,621.8281972733957
2020-01-13T00:00:00.000000+0000,161.82869931551784,,,,,190.597717939399,,,,,224.85450572452103,,,,186.59852940764466,491.4066233143005,,,,,2252.681709200425,608.928258620803,135.412017536166,134.02500505214937,656.8687290824919
2020-01-20T00:00:00.000000+0000,,,,,,242.53981186145674,,,,,201.52216969744552,125.666818000268,,,,427.665493503009,150.30163203412826,,35.26326404877372,98.91904242811935,2483.777149883844,710.24491070753,,130.93941510016845,684.5975744924503
2020-01-27T00:00:00.000000+0000,,69.10230676363186,,,,,,,,115.90033164980653,249.92624487269967,127.22174807034943,,,192.48616074452212,476.3483271050185,179.2033316886499,,,96.28087242035414,2290.5392646926043,799.2363911186383,155.48128602506486,81.96210552141903,760.5469542144476
2020-02-03T00:00:00.000000+0000,190.6208241866824,,,,,,,,,,205.28341345627013,,,,171.6122283124869,570.9862212422031,,,,92.1386749600862,2127.7745830255617,740.2322106459279,,88.09713592680144,710.9331052407289
2020-02-10T00:00:00.000000+0000,,,,,,239.3724419196912,,,,,184.295079411769,114.25025735324084,,,,597.4294396653355,,51.64535657736934,,,2363.9340605521875,715.1740544829995,149.44204981579333,,751.0027330172703
2020-02-17T00:00:00.000000+0000,162.11989424084175,,,,157.50919833631588,244.34119191340477,,,,,277.252397650577,,,,181.67700381717415,596.6889075932734,177.06751862402743,,91.47726417715793,112.97967502901898,2589.4748729205294,928.8888039337314,141.4190889995576,,676.8323322553425
2020-02-24T00:00:00.000000+0000,,,,,,240.18183801513493,,,,,286.8185275508608,119.63085118939284,,,151.73404937309138,567.3999632679488,,,94.61376418067275,161.37325559728862,2602.8259366630255,952.5379544121326,,111.63890845634978,794.1614837019463
2020-03-02T00:00:00.000000+0000,154.47259798892853,68.346318102446,,,,174.51303437541105,73.00074046026455,,,126.63100605849482,286.13752752724616,,,,134.77917437047623,575.7555786748395,163.1553336762934,51.64535657736934,143.82270356191634,172.74657466186466,2615.9508006068413,900.1142824909653,140.22864030358156,91.18686789977974,666.0895936988675
2020-03-09T00:00:00.000000+0000,,,,,,134.67488660974485,83.83430291051516,,,,311.4099584206467,,,,,528.1771317037241,186.4659520597712,29.785837745080144,,188.01262926810134,2759.7141908549593,826.8249693341243,,,691.8353324045795
2020-03-16T00:00:00.000000+0000,243.94297412882867,,,,,231.21866353925412,,46.639709867302294,,187.66201693428135,324.431113643875,,,,110.79401370680316,479.8781568667219,198.9309519402383,,,131.67185920494154,2569.358386307264,772.690529212666,158.73291058305847,117.88461803324199,779.0905131119594
2020-03-23T00:00:00.000000+0000,207.00633706118037,,,,,238.416863848082,,,,,,,,,,486.6840811827225,224.48064332596,73.98284923138793,,170.71664998024764,2685.4394909797993,697.9585208892499,,125.36530554928495,767.1426032309109
2020-03-30T00:00:00.000000+0000,,60.97006811574529,,,155.39626472336894,187.39955750210646,81.72326725932695,,,,,,,,94.03888214854358,366.6800165870558,222.65814333316843,,131.3109217573445,167.1556200340217,2836.169206362498,736.2712690476545,177.80377540073016,214.50635979409674,813.9598228093507
2020-04-06T00:00:00.000000+0000,221.94873724818092,,,,163.89391097362747,218.15562705209825,145.3946823943,,,164.8292341679953,255.6372572602538,80.88806623777343,,,79.17088220720012,339.65084937390037,218.63534958365236,62.98034927195634,141.0201219437407,,2811.0221122863654,786.4650781078956,179.51104430007084,262.86286893185576,748.9069147835874
2020-04-13T00:00:00.000000+0000,211.43598359098655,,,,,216.64009450825677,172.25593234082345,,,,326.20780965543577,,,,,340.0058767687573,246.76783914264524,57.286105374475774,163.56624695025343,191.44518395220015,2613.3896066691154,539.4949357378489,,,776.6779556410811
2020-04-20T00:00:00.000000+0000,214.0978575612407,57.71428806322283,,,,,,,,,350.4391512443567,84.79435165190634,,,73.28325087032269,410.8428134965088,241.46634107679498,,177.62298293553818,176.93418385912747,2883.5683435441756,406.6701681147918,127.5102255778278,259.91837230324364,732.5743379628104
2020-04-27T00:00:00.000000+0000,178.90802636964804,58.90774060195494,,,153.0171973089958,470.5717601199765,,,,,230.21650557800953,102.46249124779979,,,66.33405832215315,385.9905881246528,210.261983557849,60.62941769017728,184.99398288645375,129.79625699368182,2958.3747826490126,492.5799270131728,97.9366080332188,285.0734812176645,719.5130354420389
2020-05-04T00:00:00.000000+0000,180.7160137920713,,,,106.28063977220741,,,,,,210.47587570733066,,,,53.18710537591389,431.57895531871014,301.54670958329353,,,130.08851311087483,2900.4449109523302,647.1066423861351,142.52823291878346,269.57748038309086,652.3381334163053
2020-05-11T00:00:00.000000+0000,229.23750389837522,,,,95.01038974077386,560.1944766695151,173.5361822635926,,,233.90814222485045,215.7746631894909,,,,,420.7203680442345,270.59045973039593,109.71763549693152,137.64695929265855,171.73058352310625,3092.540874096793,651.1870319101695,,262.33866788137396,917.9520367865964
2020-05-18T00:00:00.000000+0000,141.04862649286105,,,,75.86385718054225,566.6965831738438,173.5361822635926,,,,169.71903809678702,93.15814870417333,,,,414.948522453599,,,,162.72114843520234,3007.3064586732794,614.3828105619225,144.48647571490804,243.87693036541563,1065.0187667296532
2020-05-25T00:00:00.000000+0000,124.00862649375512,,,200.31421556097405,89.31680243378393,478.40136719994075,181.61920910396543,,,,,,,,46.015211375705135,503.0945069365394,280.2844390008752,,,167.64202116347633,3073.315639615973,623.7314403655755,162.44350105069927,350.67319188035174,991.8755605597752
2020-06-01T00:00:00.000000+0000,,59.64012704664578,,,,490.7942919318936,,,,,180.83751139158514,,,,29.961836323184126,598.4858139358375,,124.40917904013266,145.4291469391896,220.81895650743203,2783.7354168193974,744.7665497630286,144.54137939600264,,1065.1550416200994
2020-06-08T00:00:00.000000+0000,116.69375610364854,84.41458507557371,,,,,,,,,283.96126249148267,79.38238113604879,,,,625.7602955306374,296.06068894650457,154.4679106924618,,252.66889231834233,2991.8601727753694,829.0995520466616,141.60107866736462,252.9482828243973,1144.6995291673722
2020-06-15T00:00:00.000000+0000,134.04005545089058,,,,,514.3365070049994,195.12390421446793,,,293.84580235302775,234.2386398450032,,27.520496179604756,,,568.2395484529872,283.59848274248435,,104.5354054806156,276.57926731727224,2699.9336327576734,923.5850721980515,118.58930971531854,213.48366519514107,1145.586966792796
2020-06-22T00:00:00.000000+0000,197.32532184490702,,,,,511.03290835906955,184.29034176421732,,,,222.12536724290703,73.5410510315915,,,,651.2202344872193,,,98.26870616397873,283.6421789514831,2742.3233629581155,884.0549047740164,111.71718326597039,224.59984643308258,1254.2373851098232
2020-06-29T00:00:00.000000+0000,196.84672809869284,82.9379702421545,,,,570.5232847080258,,,,301.7402125148302,220.4871422285449,,,,26.451386150113752,723.3754776837942,220.93217231614466,,107.88213098622707,,2836.230609087905,771.1209938637585,138.27522700381468,203.86322730097996,1261.9757950031967
2020-07-06T00:00:00.000000+0000,195.03874067626958,87.24585807058067,,,,338.36327840594515,155.94987747830334,,,,,63.955863559304866,,,77.23121308808473,785.8262905118206,401.2686401848455,,,276.89832891351654,3114.8092088840694,816.5863981999411,,206.1203066422063,897.676798131246
2020-07-13T00:00:00.000000+0000,240.5232706357767,123.71084745888109,,,,253.64987044954677,87.28512736422005,,13.979107818485687,,224.8090172210012,67.00517611984735,32.9622786675613,,77.23121308808473,777.7749908108722,398.7883376257694,168.4223240424959,95.57350598139071,,3195.061342396369,841.5913532364324,103.81410724900329,199.87486915593445,835.2509087304022
2020-07-20T00:00:00.000000+0000,314.15668098990216,132.14213395319894,,239.31571573182657,,303.5812658642707,66.50674861400088,,,,221.9500735299123,,,,79.44971308711243,657.7951878960503,,,,269.3274913547081,3330.5580969400335,819.5927024170794,90.73785718015992,225.1783384673373,957.068626788441
2020-07-27T00:00:00.000000+0000,363.61960860670723,,,,76.43957209326543,,86.68268614951222,,18.009795333061817,310.2677125655547,,74.182507170923,,,95.90396309637723,621.4574222467218,308.2061448468464,125.59781258994622,,315.6932344347745,3395.6401846400177,669.4216767781506,,,984.9545677617388
2020-08-03T00:00:00.000000+0000,425.5092368652355,149.60771418976339,,,74.62781578035045,413.1476546584666,108.44841746682673,,,286.26021262579263,226.4590735313875,,,,98.8633954395227,590.2120541189236,353.0011552489957,,,276.15980866097925,3500.982058655525,720.5880958070227,85.15723022022816,231.43124586721467,977.6731556517477
2020-08-10T00:00:00.000000+0000,,,,,83.35374642227298,393.55652961768584,,,,339.7070194921461,233.02348837247817,55.52859677702819,,,,579.347928629506,,134.19654023595717,,,3589.4130466077286,700.5181423462135,103.45099804023167,263.55928124671914,1201.4676913469903
2020-08-17T00:00:00.000000+0000,410.4339263236921,,,,,398.7263394525373,88.15722397906183,,46.046122850084785,277.96725856108617,136.87614345881116,,,,87.23312672615945,549.7537959585665,322.75281443855715,,74.57350596183294,234.89793591170834,3418.9783657393623,820.2699216286901,95.85607492553811,246.3416510409534,1202.371725868689
2020-08-24T00:00:00.000000+0000,412.63942491037517,163.5311007858559,,,,369.69847077810687,70.01984641624097,,,271.21928709373236,119.49522390550854,,,,113.44277725360216,551.6095696226677,324.1844744917693,,72.9627350526812,234.8947546353795,3309.036094407003,944.2072352953916,119.52587272666982,,1224.0012337212245
2020-08-31T00:00:00.000000+0000,434.982742841114,161.52363190020037,,,60.536710117079494,,,,,218.2050040437448,122.60736729461925,42.69345717704438,,,110.68564981299782,620.5847780887241,354.8154657658931,,,217.78762963740724,3238.5029296228795,964.1820914399881,158.58847102123565,,1351.6854640080421
2020-09-07T00:00:00.000000+0000,454.95768039032413,136.74917387127243,,,,310.7288196269758,70.01984641624097,,49.404442824534314,187.67837970691374,232.26307095370944,,41.56447485664263,,,588.3670280096674,398.457028358597,,,299.1963235375115,3421.0107002175682,980.9622128792254,,295.91783781161797,1267.1027635261923
2020-09-14T00:00:00.000000+0000,396.8990322650359,120.50912791531307,,,61.98916018460635,427.1572477370629,,94.23620988498251,,,341.70971549307956,79.74964472112062,,,68.74765540951748,674.117663609348,205.13159147761525,144.49923355740137,,343.23021524632316,3285.9005031162314,1125.1832568784823,151.16011480197125,287.3307914394245,1138.5116723449423
2020-09-21T00:00:00.000000+0000,367.87747097625385,,,,,438.9866084937437,105.73709641459811,,,161.7152320548617,437.30558800675306,84.92618222680466,,,84.09366730027095,605.726280819869,217.70820660148905,155.49362984077018,,310.2541589403381,3401.8756520396764,1344.8575831037253,,287.5993852212104,1119.5916371143985
2020-09-28T00:00:00.000000+0000,381.12759336913837,112.33049006918992,,,,422.29128622474417,,98.03186980733379,,,469.37498815459753,92.82274470461498,,,83.22507732428633,608.7560336088103,268.91985629458986,118.46288075158635,,266.2728083293389,3270.1182880158885,1175.9552650361177,198.5432330521645,286.2282804097213,1086.5821295563674
2020-10-05T00:00:00.000000+0000,374.0718956155524,76.81108934332258,,,68.60658665902812,321.90491830620704,109.48334641572967,,,203.4551020635372,,102.52474468138033,48.8192738172679,95.12317383957217,74.75092885092373,793.6349054828098,236.48682928703045,,,405.47348331911627,3393.7840941114027,1274.8926188160842,,289.60902674565216,860.0401485572249
2020-10-12T00:00:00.000000+0000,348.6210353823309,73.38155284603195,,,,344.7949034492721,114.48060023414504,,,,444.6765842686936,102.80374455730582,74.35903182124905,,100.13403389064543,769.6806353701038,226.13343505143686,,75.94997722210695,455.8437233276341,3483.8813332924456,1424.523561183081,202.84635805900973,186.43831339950228,774.8977303035595
2020-10-19T00:00:00.000000+0000,,,,218.4109097449105,,309.4416285406304,131.36877027673566,,76.55501697932804,215.91802490184682,458.74572198106534,,,,96.50171642131782,691.9663122338588,251.111150008283,119.42588078789676,,409.3377798566631,3668.0278569516568,1395.5559850922914,202.47729094693563,162.54031302885312,816.7448434833317
2020-10-26T00:00:00.000000+0000,296.9096454118015,,,,,319.40924510877676,109.60303895942116,,,149.57393979075965,447.31208783167506,105.2929798592352,83.21177303550482,,,733.4047727943594,226.53153371743457,,86.14191448856337,404.59101117981766,3705.740015442563,1512.7426948026314,192.4889594054977,164.6429267248169,695.1123815965494
2020-11-02T00:00:00.000000+0000,336.9355025612054,84.38155892842295,,196.1481535391239,,340.86910086329215,,,,,451.80367254421105,112.50010486012368,,,68.4133158484452,813.8391396724411,252.4357622145468,,,414.693818248153,3730.4793690864876,1542.8705470739562,186.77957706431133,105.13040269206257,919.7441676770146
2020-11-09T00:00:00.000000+0000,330.91422498730384,,,,83.63203796167424,211.014380054957,123.31073249543229,,,151.32406483734627,338.173096416817,181.30859228998798,,,68.4133158484452,800.4048393069685,299.6600701826605,160.80914922850616,,406.03510923218147,3769.2919897816105,1407.2105349721699,165.49927922876913,175.40360014548554,1162.9263775476427
2020-11-16T00:00:00.000000+0000,295.16599736293165,69.26471979359837,,,,196.121213242983,169.75764348936457,104.02080730988608,,148.22675611905902,288.5251855820456,256.32722246252507,,,,917.4795947172546,291.4052404742621,,,385.0868780796133,3838.671425801723,1233.8241872081303,130.72632093065425,197.38673711424104,1286.3532671073135
2020-11-23T00:00:00.000000+0000,262.11482460251113,,,143.94209737678437,68.53715525135769,150.0206223841663,,,,,212.98825116012674,,,,,1012.9948143147527,219.5500651453196,,74.63171656606141,382.9237956601866,4295.510456474322,1478.4868020334286,132.86925844139427,233.61127941134188,1350.1714110846422
2020-11-30T00:00:00.000000+0000,293.9752187180092,,,,76.25152868845319,122.89069694693032,182.61777349062163,,71.93703415437712,,303.77527767565283,,,,58.307065843835154,952.1913566282548,207.18808175072974,,,225.03713300008002,4243.009393870602,1439.2700805712445,,201.4895511451408,1381.9765664446597
2020-12-07T00:00:00.000000+0000,238.5753079408692,,,,,131.20268055611996,,,,,327.61051511741096,312.5465774075183,,,,926.6098731505311,206.30994433584712,145.15225467219332,,162.75183039687738,4638.304783802327,1308.7882311222302,95.23994570218775,222.5154385087809,1642.693466938846
2020-12-14T00:00:00.000000+0000,285.3187325345755,148.93496999053957,,,110.10221949727224,185.54319598482712,168.38498633617985,115.52441600378533,,,339.15660037988573,,,,,866.5653020655475,182.26531949984323,,,187.83911259102308,4555.810084700871,1371.9987829132222,132.26870649782217,222.06690863222116,1675.8979366036656
2020-12-21T00:00:00.000000+0000,295.69735258814586,,,,107.11003883126571,303.0962039137107,167.48458884790014,,,143.5677302071219,356.1572933719186,,,62.09838710622183,42.96105395308169,749.0372381359244,208.28077606995987,139.3022546562677,84.90679903176319,204.49086021121758,4526.676706330055,1382.3990994066824,205.39164990333805,232.20907663102352,1844.0091409662898
2020-12-28T00:00:00.000000+0000,277.7294192179758,,,,,321.36640564132813,,,,121.6973520321346,409.71798093664086,,,,119.12865154592396,995.9132221079701,151.42459062701082,134.00275839681635,105.62256446741752,141.57541873853265,4524.477246066769,1425.9315696001374,206.4348175605087,232.33316395869605,1680.9337949244546
2021-01-04T00:00:00.000000+0000,296.3134972798366,158.3731573321328,,168.2820977032533,107.11003883126571,395.1613914965013,172.71755986669118,101.7686060990735,,191.02303473332296,412.5264534317736,347.96073376103203,77.04754579184197,,,1044.3970378888407,257.3629947847795,,,141.55507474896353,4773.482210041008,1544.4380984599445,241.0270975481568,222.23050903588256,1582.2150199305368
2021-01-11T00:00:00.000000+0000,318.74665630455456,,53.70752657027275,167.4927527803414,124.87786889159648,366.33469135250357,127.39623356329382,,,125.60866470885037,388.45384529767006,354.9965507819418,,56.54338111758172,135.0608000424374,1025.6960439395054,322.1796751483844,131.82374643364565,,159.92257476170403,4669.663107454545,1501.411423344127,234.8177349908841,189.88476480990636,1575.7200219535966
2021-01-18T00:00:00.000000+0000,349.09394075410773,,,,,358.8759413557725,132.3670760415074,,,141.63909700661623,374.17808583674815,406.54171840224114,77.04754579184197,,117.36134748240511,996.834528232149,334.52981240486787,134.05897537621664,,248.0372948175663,4219.228929705389,1293.0428010866176,250.33969365807536,174.28351245120302,1573.669891258803
2021-01-25T00:00:00.000000+0000,266.52649661174274,,,,122.04719240922867,360.68869130226244,,,,,267.09812989129426,,100.12598315161273,,,932.3002577796167,390.2251418906541,,101.1238131839668,248.0372948175663,4218.849947796655,1323.314265048689,271.87022522448314,180.95476232371936,1602.669996298235
2021-02-01T00:00:00.000000+0000,361.23081962072774,,,,,354.04186496681933,107.14457611074191,,,139.48304985261703,300.62914843979524,458.721140462457,,60.92641141249345,,979.2532811699659,381.2778293786847,,,294.5523877973742,3871.755683969412,1275.6413000517896,251.98591458274313,153.8218471712683,1554.7217156287384
2021-02-08T00:00:00.000000+0000,314.4873950270214,174.3573597853136,,128.81997368106596,103.94851866784325,316.3454245038883,70.26272622717975,,,,331.1825843374794,451.5282091343975,98.52101334127848,,,1032.2329388808214,373.8787981202299,125.44897541779088,102.80541064275421,270.58350155705944,3886.909810692348,1272.0700320915319,216.26027879334276,199.34570648367384,1610.1171958938291
2021-02-15T00:00:00.000000+0000,284.11257490144556,166.37210978191055,,,108.50521857998078,251.56735821840925,,,,128.33354983695963,352.2202076028392,377.8867217086236,,42.9042117227753,219.79147729718466,1081.1130783954627,339.59009158332236,,,290.6438779109787,4043.5849195480164,1136.4908440378672,216.65470679046928,208.026933859944,1499.149271030408
2021-02-22T00:00:00.000000+0000,263.22651803347827,161.10792355423987,,,,271.52666962535864,,,113.5382139916903,147.99427814330363,320.05900431477926,274.0935768696398,,47.054261895047716,,979.3421067277599,328.21635339911006,119.10030051086297,,,4310.945436953957,1307.7034844688303,244.79385220121588,289.83695932971,1640.4555689616973
2021-03-01T00:00:00.000000+0000,241.34131136526065,166.2811988322288,,,98.7354707334211,223.69317714581155,92.29634627369954,,,,379.1500648610804,208.3935769970447,100.85199499027887,,217.99897733247246,1103.8459553303392,190.0664104646919,63.92299582419214,100.7629652530513,342.0359589003118,4420.959822458268,1223.7484469960148,212.32537353685473,262.3434596750151,1657.415118440139
