category,brand,complete_cnt,returned_cnt,avg_margin,avg_price,purchases,buyout_rate,buyout_smooth,expected_margin,log_purchases,margin_norm,buyout_norm,popularity_norm,boost,actual_score,rating,rating_boosted,price_1,price_2,product_1,product_2
Accessories,Marshal,4,3,9.598268465612799,15.454285485403878,4,0.5714285713469388,0.6558765518041536,6.295279224516667,1.6094379124341003,0.02170524562162839,0.5017300696067657,0.2919123446116315,1.0,0.261717657614197,3.51,3.51,16.739999771118164,15.989999771118164,13807,14019
Accessories,eVogues Apparel,3,3,9.473099891302734,15.989999771118164,3,0.49999999991666666,0.6343688362919132,6.009439354122765,1.3862943611198906,0.021372494651750083,0.45417857964595176,0.2514396076729433,1.0,0.2377755371488509,3.36,3.36,16.989999771118164,14.989999771118164,14247,14146
Accessories,Rolf's,5,0,10.214397852100102,16.753999710083008,5,0.9999999998,0.8099934253780408,8.273595104396664,1.791759469228055,0.023343177922561305,0.8424676510746798,0.324980978515299,1.0,0.4329054144986206,4.53,4.53,19.989999771118164,11.899999618530272,14241,14078
Accessories,LibbySue,17,6,10.831391327164095,18.347826086956523,17,0.7391304347504726,0.731815193353655,7.926576738377694,2.8903717578961645,0.02498340733611645,0.6696231007947544,0.5242421531941263,1.1,0.382033579471979,4.01,4.4110000000000005,18.0,18.0,13664,13788
Accessories,Manzella,3,1,10.860069942932874,18.454999923706055,3,0.7499999998125,0.7249929557621865,7.873474207710984,1.3862943611198906,0.02505964721712835,0.6545397897775348,0.2514396076729433,1.0,0.3397997184973316,3.96,3.96,16.959999084472656,19.950000762939453,13772,13877
Accessories,La Fiorentina,3,1,10.579019973167236,18.494999885559082,3,0.7499999998125,0.7249929557621865,7.669714959413722,1.3862943611198906,0.02431249761876255,0.6545397897775348,0.2514396076729433,1.0,0.33942614369814866,3.96,3.96,9.989999771118164,23.989999771118164,13693,13890
Accessories,Woolrich,3,0,11.322720072240928,19.643333435058594,3,0.9999999996666666,0.7807616446669701,8.84034554570654,1.3862943611198906,0.026289566788315805,0.7778389960123552,0.2514396076729433,1.0,0.4020642814003355,4.33,4.33,11.989999771118164,34.95000076293945,14253,14187
Accessories,Kenneth Cole REACTION,7,3,12.475175146871806,21.27400016784668,7,0.69999999993,0.7074950690335305,8.826124901741453,2.0794415416798357,0.029353279432950175,0.6158536455127193,0.37715941150941495,1.0,0.3226034624728347,3.85,3.85,19.989999771118164,20.950000762939453,14178,14249
Accessories,Buckle Down,3,5,13.613609828696921,21.704999685287476,3,0.374999999953125,0.5638834100372562,7.676488733122326,1.3862943611198906,0.032379719948139055,0.29834208287694264,0.2514396076729433,1.0,0.16536090141254084,2.9,2.9,19.989999771118164,18.709999084472656,13864,14181
Accessories,Mundi,5,0,12.776017937637835,21.94199981689453,5,0.9999999998,0.8099934253780408,10.348490531998563,1.791759469228055,0.030153046714474958,0.8424676510746798,0.324980978515299,1.0,0.43631034889457737,4.53,4.53,19.989999771118164,22.989999771118164,13922,14168
Accessories,Carhartt,19,9,14.117642143058507,23.613571371350968,19,0.6785714285471939,0.6881552994913319,9.715130257067877,2.995732273553991,0.033719650856342584,0.573095275535818,0.5433519522845749,1.1,0.3337482095156883,3.72,4.0920000000000005,38.0,25.0,13792,13628
Accessories,Lobers,1,1,14.9255098391825,24.69499969482422,1,0.49999999975,0.6791584483892176,10.136786103797187,0.6931471805599453,0.03586730461768288,0.5532041032438256,0.12571980383647166,1.0,0.29453570393075423,3.66,3.66,21.38999938964844,28.0,13651,14057
Accessories,180s,12,1,14.753163034418822,24.9499998826247,12,0.9230769230059171,0.832604407855244,12.28354857226416,2.5649493574615367,0.03540913397256169,0.8924583581610259,0.4652185554733866,1.1,0.5103271206734733,4.68,5.148,30.0,24.989999771118164,13615,13756
Accessories,SwypeGloves,3,1,14.73785240463468,24.989999771118164,3,0.7499999998125,0.7249929557621865,10.684839176422944,1.3862943611198906,0.035368431847941334,0.6545397897775348,0.2514396076729433,1.0,0.3449541108127381,3.96,3.96,24.989999771118164,24.989999771118164,14075,13965
Accessories,WARMEN,35,12,15.174546603964973,25.397447099076942,35,0.7446808510479855,0.7394719540468528,11.221151629009015,3.58351893845611,0.036529349587624355,0.6865514621089881,0.649961957030598,1.1,0.39769444643313684,4.06,4.466,8.0,31.989999771118164,13948,13803
Accessories,Chaos,2,1,16.085533176288504,25.986666361490887,2,0.6666666664444444,0.7038385677438932,11.321618632195777,1.0986122886681096,0.038951136902512666,0.607769472915823,0.1992611746788273,1.0,0.3233603049091678,3.82,3.82,25.0,27.959999084472656,14007,13878
Accessories,Collection XIIX,7,2,14.854154457505444,26.06555551952786,7,0.777777777691358,0.7447316516142427,11.062358982471094,2.0794415416798357,0.03567761185662083,0.6981801474489219,0.37715941150941495,1.0,0.3669288796527713,4.09,4.09,38.0,4.730000019073486,13762,13862
Accessories,Isotoner,23,14,15.880082358984618,26.448648916708457,23,0.6216216216048212,0.6414872634185237,10.186870575325816,3.1780538303479458,0.038404961801478045,0.46991673723201255,0.5764205861882423,1.1,0.27957693446841986,3.41,3.7510000000000003,25.0,24.450000762939453,13765,14194
Accessories,Artex,3,1,14.943839882658645,26.489999771118164,3,0.7499999998125,0.7249929557621865,10.834178646965537,1.3862943611198906,0.03591603361997614,0.6545397897775348,0.2514396076729433,1.0,0.34522791169875544,3.96,3.96,20.989999771118164,31.989999771118164,14299,13927
Accessories,Touchpoint,2,2,17.44400006532669,28.0,2,0.499999999875,0.6535643843336151,11.40077716301078,1.0986122886681096,0.042562516015573926,0.4966180897593263,0.1992611746788273,1.0,0.2695903028874501,3.49,3.49,40.0,16.0,14136,13955
Accessories,Dorfman Pacific,4,2,17.774908284350484,28.521666526794434,4,0.6666666665555555,0.6968688362919132,12.38677965131081,1.6094379124341003,0.04344220991180789,0.5923600671618842,0.2919123446116315,1.0,0.31790113853684604,3.78,3.78,33.0,15.159999847412108,14191,13715
Accessories,Outdoor Research,7,1,17.428216259014846,29.196249961853027,7,0.874999999890625,0.7861056322594784,13.700418961447786,2.0794415416798357,0.04252055598776673,0.789654038489147,0.37715941150941495,1.0,0.41608729723845683,4.37,4.37,21.0,26.0,14201,13718
Accessories,JiMarti,3,3,17.679383815812695,29.450000762939453,3,0.49999999991666666,0.6343688362919132,11.215250137595184,1.3862943611198906,0.043188265503410934,0.45417857964595176,0.2514396076729433,1.0,0.24868342257468135,3.36,3.36,24.950000762939453,34.95000076293945,14138,14097
Accessories,ECHO,12,4,17.57345440466839,30.309374928474426,12,0.749999999953125,0.7365346684873313,12.943458414119664,2.5649493574615367,0.04290666036017754,0.6800574063030079,0.4652185554733866,1.1,0.39763023666475206,4.04,4.444000000000001,38.0,19.989999771118164,14234,13952
Accessories,Columbia,15,6,18.60608712208501,31.152857008434477,15,0.7142857142517007,0.7145129477635682,13.294290155946726,2.772588722239781,0.045651834539418984,0.6313695002666877,0.5028792153458866,1.1,0.3723617341433587,3.89,4.279000000000001,29.899999618530284,23.989999771118164,14177,13914
Accessories,Cashmere Pashmina Group,8,4,19.916188362987537,32.16499996185303,8,0.6666666666111111,0.6886318809395733,13.714922253550949,2.1972245773362196,0.04913463731920615,0.5741489512708657,0.3985223493576547,1.0,0.31164179429503597,3.72,3.72,25.5,31.989999771118164,13683,13725
Accessories,Mud Pie,3,0,19.75600004196167,33.0,3,0.9999999996666666,0.7807616446669701,15.424727084802724,1.3862943611198906,0.048708789062338616,0.7778389960123552,0.2514396076729433,1.0,0.4132738925373469,4.33,4.33,33.0,33.0,13888,13954
Accessories,Seirus Innovation,2,3,19.080048101246774,33.986000061035156,2,0.39999999992,0.6099934253780408,11.638703897657303,1.0986122886681096,0.04691182312976492,0.400286891023696,0.1992611746788273,1.0,0.22359935707673048,3.2,3.2,35.0,29.93000030517578,13941,14036
Accessories,SmartWool,6,7,20.754466607250436,35.19692376943735,6,0.4615384615029586,0.5717348426378527,11.866051699728896,1.9459101490553132,0.05136313516975597,0.31570084505104684,0.35294011010043513,1.0,0.18353199011040142,2.95,2.95,37.950000762939446,26.020000457763672,13759,13835
Accessories,Pratt and Hart,8,2,21.296575480504888,36.15000076293945,8,0.79999999992,0.7574950690335306,16.132050913782845,2.1972245773362196,0.05280428966360044,0.7263988355254652,0.3985223493576547,1.0,0.3896015625945328,4.18,4.18,39.950000762939446,38.950000762939446,14030,13859
Accessories,Pashmina,8,0,21.557313120096108,36.36500096321106,8,0.999999999875,0.841661187815034,18.143953766760706,2.1972245773362196,0.053497440503865165,0.9124820273921981,0.3985223493576547,1.0,0.48298973394803163,4.74,4.74,29.989999771118164,45.9900016784668,14286,13915
Accessories,Kipling,3,1,21.382000043988228,38.0,3,0.7499999998125,0.7249929557621865,15.501799411998226,1.3862943611198906,0.05303138425589082,0.6545397897775348,0.2514396076729433,1.0,0.3537855870167128,3.96,3.96,42.0,34.0,14110,14180
Accessories,ULTRAFINO PANAMA HAT,1,1,22.913116045266616,38.9900016784668,1,0.49999999975,0.6791584483892176,15.561636341065359,0.6931471805599453,0.05710173767510855,0.5532041032438256,0.12571980383647166,1.0,0.30515292045946707,3.66,3.66,39.9900016784668,37.9900016784668,13805,13661
Accessories,Nine West,2,2,24.00730051818192,40.70000076293945,2,0.499999999875,0.6535643843336151,15.690316582677646,1.0986122886681096,0.060010542433772934,0.4966180897593263,0.1992611746788273,1.0,0.2783143160965496,3.49,3.49,35.0,46.400001525878906,14212,13808
Accessories,Suncloud,7,1,26.99928218299031,45.15749931335449,7,0.874999999890625,0.7861056322594784,21.22428779101167,2.0794415416798357,0.06796449418492786,0.789654038489147,0.37715941150941495,1.0,0.4288092663370374,4.37,4.37,39.9900016784668,69.98999786376953,14035,14120
Accessories,FursNewYork,2,1,27.484333702060084,45.96666717529297,2,0.6666666664444444,0.7038385677438932,19.344534068253182,1.0986122886681096,0.06925396611748814,0.607769472915823,0.1992611746788273,1.0,0.33851171951665554,3.82,3.82,39.900001525878906,49.0,14134,14174
Accessories,LeSportsac,8,3,28.043163457884432,47.436363220214844,8,0.7272727272066115,0.7214238752700292,20.23100765661786,2.1972245773362196,0.07073957178386552,0.6466488961540084,0.3985223493576547,1.0,0.35869423396893696,3.94,3.94,32.0,32.599998474121094,14071,14269
Accessories,TAXI Wallet,4,4,30.46575010509696,49.0,4,0.4999999999375,0.6194389655928118,18.871672731110355,1.6094379124341003,0.07717983093771119,0.42117007177999377,0.2919123446116315,1.0,0.24917495135885248,3.26,3.26,49.0,49.0,14160,14061
Accessories,Lodis,5,0,28.222039470944395,49.87999877929687,5,0.9999999998,0.8099934253780408,22.85966642222452,1.791759469228055,0.07121509982404454,0.8424676510746798,0.324980978515299,1.0,0.45684137544936215,4.53,4.53,52.84999847412109,38.0,14264,13812
Accessories,Tifosi,5,2,32.729605369660774,57.445713588169646,5,0.7142857141836735,0.7147000812159183,23.391851615861512,1.791759469228055,0.08319811499263431,0.6317832343276434,0.324980978515299,1.0,0.35749067466013884,3.9,3.9,60.02999877929688,54.0,14001,13708
Accessories,Klondike Sterling,4,1,37.441538672210115,63.95999755859374,4,0.79999999984,0.7433267587113741,27.83129758238051,1.6094379124341003,0.09572442509137544,0.6950740643910185,0.2919123446116315,1.0,0.395399244741197,4.09,4.09,69.94999694824219,25.0,13707,13749
Accessories,Luxury Lane,4,1,43.84605175491381,73.98999938964843,4,0.79999999984,0.7433267587113741,32.59194353327124,1.6094379124341003,0.11275032757220768,0.6950740643910185,0.2919123446116315,1.0,0.4039121959816131,4.09,4.09,89.98999786376953,49.9900016784668,14085,13992
Accessories,Native Eyewear,3,3,47.850186801431875,76.02333323160808,3,0.49999999991666666,0.6343688362919132,30.354667317575004,1.3862943611198906,0.12339501077321681,0.45417857964595176,0.2514396076729433,1.0,0.2887867952095843,3.36,3.36,73.70999908447266,80.6500015258789,13900,14059
Accessories,Under Armour,6,3,45.61526270340735,78.10110982259114,6,0.6666666665925925,0.6921000726668742,31.570326631746788,1.9459101490553132,0.11745363798598787,0.5818167895407681,0.35294011010043513,1.0,0.34963521376337797,3.75,3.75,94.98999786376952,67.98999786376953,13834,14223
Accessories,D&G Dolce & Gabbana,4,1,51.3091676782466,79.8959991455078,4,0.79999999984,0.7433267587113741,38.13947730244945,1.6094379124341003,0.13259044379540208,0.6950740643910185,0.2919123446116315,1.0,0.4138322540932103,4.09,4.09,79.86000061035155,79.94999694824217,13956,14125
Accessories,HOBO,27,6,48.21561112223112,80.20272746230617,27,0.8181818181570248,0.7941837530388515,38.2920549961153,3.332204510175204,0.12436646305533562,0.8075139864191812,0.6043797177733785,1.1,0.5125342472109843,4.42,4.862,55.619998931884766,87.94000244140625,14250,14026
Accessories,Michael Kors,1,2,47.486198931135725,81.96666463216145,1,0.3333333332222222,0.6269154908208162,29.76983371012787,0.6931471805599453,0.12242737718361504,0.4376999498192906,0.12571980383647166,1.0,0.28006366350145284,3.31,3.31,81.94999694824217,82.0,14240,14322
Accessories,Carrera,14,2,49.64963885667758,84.72437286376953,14,0.8749999999453125,0.8134577454104082,40.38788328479394,2.70805020110221,0.12817871482939042,0.8501269293995402,0.4911735192904589,1.1,0.5380681043259119,4.55,5.005,85.41999816894531,80.94999694824217,13885,14256
Accessories,SPY,6,2,59.81571405114918,100.45124816894531,6,0.74999999990625,0.7305500767039228,43.69837448816695,1.9459101490553132,0.15520443913329202,0.6668260495860958,0.35294011010043513,1.0,0.41101524435969394,4.0,4.0,104.9499969482422,81.37999725341797,14126,13962
Accessories,Julbo,3,3,56.72908976214737,101.72999954223633,3,0.49999999991666666,0.6343688362919132,35.987166656312915,1.3862943611198906,0.1469988872886969,0.45417857964595176,0.2514396076729433,1.0,0.30058873346732434,3.36,3.36,68.98999786376953,134.47000122070312,14079,14305
Accessories,Kate Spade,10,3,66.49554349052178,107.70230806790866,10,0.7692307691715976,0.7456478861161137,49.58226143984967,2.3978952727983707,0.17296224884571101,0.7002058537910331,0.43491906448076867,1.0,0.436584051318372,4.1,4.1,129.99000549316406,92.69999694824216,13781,13925
Accessories,Ray-Ban,76,29,69.49210060377717,115.065428960891,76,0.7238095238026303,0.7230426207014836,50.2457505386062,4.343805421853684,0.18092836407253673,0.6502277865800564,0.7878591745812039,1.1,0.4571358828589263,3.95,4.345000000000001,96.5,104.94000244140622,13654,13657
Accessories,Coach,14,3,73.9434038877843,123.36294219073127,14,0.8235294117162629,0.7833296807655783,57.9220629621383,2.70805020110221,0.19276180943324472,0.7835166767819599,0.4911735192904589,1.1,0.5369531674183626,4.35,4.785,130.0,119.0500030517578,14069,14238
Accessories,Oakley,26,6,77.18756307638179,126.89562511444092,26,0.8124999999746094,0.7892833662064431,60.92285961419878,3.295836866004329,0.20138615561914386,0.7966797025486904,0.5977835240364819,1.1,0.5489362219923088,4.39,4.829,83.81999969482422,109.0,14173,14121
Accessories,HARVEYS,2,0,80.03000012785196,136.0,2,0.9999999995,0.7624917817225509,61.02221738874182,1.0986122886681096,0.20894255458676145,0.7374460865984024,0.1992611746788273,1.0,0.47319432059258193,4.21,4.21,124.0,148.0,14096,14211
Accessories,Gucci,5,1,116.97584867361833,197.4633305867513,5,0.8333333331944445,0.7593688362919132,88.82781408154449,1.791759469228055,0.3071602342587132,0.7305415546778167,0.324980978515299,1.0,0.5188508944682649,4.19,4.19,176.97999572753906,173.94000244140625,14162,13838
Accessories,Costa Del Mar,6,1,109.95048426348373,197.52142551967071,6,0.8571428570204082,0.773523610627683,85.04929557775218,1.9459101490553132,0.2884838465623099,0.761836399048521,0.35294011010043513,1.0,0.5251601228054155,4.29,4.29,188.94999694824216,218.94999694824216,13932,14182
Accessories,Maui Jim,8,4,122.44688993264067,204.4708340962728,8,0.6666666666111111,0.6886318809395733,84.32083212951525,2.1972245773362196,0.3217045741237199,0.5741489512708657,0.3985223493576547,1.0,0.4479267626972928,3.72,3.72,127.08000183105467,214.0,14024,14281
Accessories,Tom Ford,6,2,148.21658885080478,243.00375366210938,6,0.74999999990625,0.7305500767039228,108.27964035374923,1.9459101490553132,0.3902113247658544,0.6668260495860958,0.35294011010043513,1.0,0.528518687175975,4.0,4.0,297.95001220703125,203.94999694824216,13758,14105
Active,AJs,2,2,4.856749986764044,8.5625,2,0.499999999875,0.6535643843336151,3.1741988149617355,1.0986122886681096,0.009100285620849849,0.4966180897593263,0.1992611746788273,1.0,0.2528591876900881,3.49,3.49,8.75,8.5,2630,2644
Active,Gold Toe,3,2,5.903999984264374,10.0,3,0.59999999988,0.6766600920447075,3.9950011727842827,1.3862943611198906,0.011884318708181019,0.5476804777073573,0.2514396076729433,1.0,0.2797823982077692,3.64,3.64,10.0,10.0,2465,2681
Active,DeFeet,1,3,6.154334761223717,11.107499599456785,1,0.2499999999375,0.5821358129050437,3.5826586691147364,0.6931471805599453,0.012549814343060942,0.3386963897411178,0.12571980383647166,1.0,0.1756231020420894,3.02,3.02,11.899999618530272,11.899999618530272,2976,2794
