city,total_margin,margin_share,cumulative_share
Hefei,66589.63993852811,0.00395231969041505,0.2471097607304995
Incheon Metropolitan City,63066.40786116144,0.0037432039852372933,0.25085296471573676
Xiamen,62077.92618878517,0.0036845342645276803,0.25453749898026445
Melbourne,61889.1022810554,0.0036733269288335628,0.25821082590909805
Baoding,58583.835843261935,0.0034771482194094153,0.2616879741285075
Zhangzhou,57992.00857782666,0.0034420212753883384,0.2651299954038958
Shenyang,57016.92452307938,0.003384146748465756,0.2685141421523616
Huizhou,55145.02656610906,0.0032730432921231293,0.2717871854444847
Taiyuan,54205.976120292486,0.0032173074814066263,0.2750044929258913
Changchun,51081.708774707826,0.0030318716784878226,0.27803636460437914
Manaus,49155.990303325096,0.0029175737931160435,0.2809539383974952
Jinan,48531.36973530937,0.0028805004559980508,0.28383443885349324
Qingdao,48129.8407706232,0.002856668357868881,0.28669110721136215
Paris,47409.64450510984,0.0028139222807947364,0.28950502949215684
Lan'Zhou,46967.08415593001,0.00278765483162584,0.2922926843237827
Taizhou,46230.426501206464,0.0027439317155893727,0.2950366160393721
Guiyang,46054.55797784748,0.0027334933256470692,0.29777010936501913
Shijiazhuang,44842.518962887545,0.0026615547227532917,0.30043166408777244
Daegu Metropolitan City,44690.22051588237,0.002652515296327892,0.3030841793841003
São Luís,43595.1435888342,0.0025875187877826117,0.30567169817188294
Curitiba,42124.59693527515,0.002500236884773363,0.3081719350566563
Dalian,41377.23152890109,0.0024558782275667154,0.31062781328422306
Urumqi,41072.1035781085,0.002437767854705009,0.3130655811389281
Fortaleza,39997.742952235596,0.0023740009284960073,0.31543958206742406
Chicago,39687.22178069295,0.0023555704497952405,0.31779515251721935
Xingtai,39300.995703842724,0.002332646629665021,0.32012779914688433
Las Vegas,38796.52032598048,0.0023027043147479387,0.32243050346163227
Yongin City,38051.05309599497,0.002258458320711167,0.3246889617823434
Ningbo,37841.299746532226,0.002246008752069898,0.3269349705344133
Quanzhou,37745.30482715521,0.002240311129881464,0.32917528166429477
NanNing,36734.36155056378,0.002180308237214474,0.33135558990150926
Rio de Janeiro,36206.86295651052,0.002148999416775325,0.3335045893182846
Jieyang,35863.02046135509,0.00212859120514873,0.3356331805234333
Changsha,35671.48324312901,0.0021172228253265673,0.33775040334875994
Yokohama City,35520.37198708756,0.002108253862688425,0.33985865721144837
Berlin,35059.65380906675,0.0020809086851442194,0.3419395658965926
Nanchang,34557.85497037025,0.0020511252318527098,0.34399069112844527
Zhongshan,33157.99214110447,0.0019680386521821374,0.3459587297806274
Hohhot,31899.276960087096,0.0018933296614269414,0.34785205944205433
Baotou,31568.526387070367,0.001873698499529132,0.3497257579415835
Maoming,31047.816144491902,0.0018427925906423516,0.3515685505322258
Jilin,29010.150589109508,0.0017218502683163425,0.35329040080054214
Perth,27755.522690631642,0.0016473838715633986,0.3549377846721055
San Antonio,27657.842343611108,0.0016415862135605586,0.35657937088566605
Brisbane,27606.21553213991,0.0016385219881987858,0.35821789287386485
Yueyang,26686.84516631389,0.001583954256596803,0.35980184713046165
Linyi,26581.962048188958,0.0015777290898390316,0.36137957622030065
Tangshan,26286.2053106049,0.0015601749300837681,0.3629397511503844
Barcelona,26280.385323453887,0.0015598294942196288,0.364499580644604
Kunming,26163.511852596115,0.001552892659592129,0.36605247330419616
San Diego,25793.948720295248,0.0015309578414133167,0.36758343114560943
Hamburg,25679.322703765207,0.001524154400779252,0.3691075855463887
Duque de Caxias,25653.847669344133,0.0015226423715769713,0.3706302279179656
Bucheon City,25637.516238138836,0.0015216730460604956,0.37215190096402617
Wuxi,25502.428240795733,0.0015136551178612928,0.37366555608188745
Jiangmen,25268.973287109126,0.001499798779080481,0.3751653548609679
Jinhua,24924.2749443824,0.0014793397700143573,0.3766446946309823
Xianyang,24689.574230288854,0.0014654094911523193,0.37811010412213464
Phoenix,24679.00065066466,0.0014647819135443693,0.379574886035679
Hwaseong City,24508.17386668524,0.0014546427678364872,0.38102952880351554
Fuyang,23662.96434236959,0.001404476732270551,0.3824340055357861
Hengyang,22047.725762373255,0.001308606875483056,0.3837426124112691
Philadelphia,22040.38635263978,0.0013081712567647025,0.3850507836680338
Langfang,22031.716885534956,0.0013076566946560106,0.38635844036268985
Yinchuan,22015.007933591445,0.0013066649620106095,0.38766510532470044
Namyangju City,21513.34156961327,0.0012768893715403768,0.38894199469624086
Weifang,21417.115717946363,0.0012711780427417656,0.3902131727389826
Columbus,21164.550682216424,0.0012561874561468041,0.39146936019512946
Suwon City,21060.512644112605,0.0012500124477381467,0.3927193726428676
Haikou,21040.38257465263,0.0012488176602311182,0.3939681903030987
Anyang City,20746.130991446993,0.0012313528364640421,0.39519954313956274
Shaoxing,20441.71090550699,0.001213284477768467,0.3964128276173312
Uberlândia,20211.299652658647,0.0011996087928966704,0.39761243641022787
Ansan City,19329.156237909057,0.0011472506063814208,0.3987596870166093
Changzhou,19189.119214593073,0.0011389389368011407,0.3998986259534104
Jiaxing,18787.74212737421,0.001115115853111831,0.4010137418065223
Dallas,18728.295817720264,0.0011115875141632394,0.4021253293206855
Seongnam City,18714.48402548314,0.0011107677377164963,0.403236097058402
Qiqihar,18259.6650900271,0.0010837727001125094,0.4043198697585145
München,18034.09644118313,0.0010703844401190729,0.4053902541986336
Charlotte,17910.70026104763,0.001063060460699425,0.40645331465933304
Zhangjiakou,17797.63642213614,0.0010563497405751486,0.40750966439990816
Yulin,17483.41946707797,0.001037699904659455,0.4085473643045676
Ordos,17458.87129978976,0.0010362428881471814,0.4095836071927148
Yichun,17420.083301451832,0.001033940689641163,0.410617547882356
Köln,17345.007403445965,0.001029484681916266,0.41164703256427226
Gwangju,17321.138321379487,0.0010280679714019796,0.41267510053567424
Belém,17198.913916400074,0.0010208135407894195,0.41369591407646367
Chaozhou,17032.988453558177,0.0010109653050197616,0.4147068793814834
Austin,16965.91173495951,0.0010069840755682934,0.41571386345705164
Adelaide,16771.32590134772,0.000995434750142151,0.4167092982071938
Liuzhou,16766.00268411247,0.0009951187992477677,0.4177044170064416
Fort Worth,16521.59270177282,0.0009806122425727844,0.4186850292490144
Xiaogan,16270.843293451679,0.0009657294195873704,0.4196507586686018
Porto Alegre,16006.26864610565,0.0009500260220430129,0.42060078469064477
San Jose,15798.614765407247,0.0009377010639529402,0.42153848575459774
Xuzhou,15716.07886793778,0.0009328022801025426,0.42247128803470024
Paço do Lumiar,15698.857100876201,0.0009317801101505191,0.42340306814485074
Loudi,15656.356201698933,0.0009292575384586805,0.4243323256833094
Xinxiang,15593.75917669027,0.0009255421939286375,0.42525786787723807
Marseille,15565.293218118146,0.0009238526432917065,0.42618172052052977
Goyang City,15436.015993853232,0.0009161796040703487,0.42709790012460014
Osaka City,15411.402932667515,0.0009147187358864165,0.4280126188604865
Gorzów Wielkopolski,15213.216202962143,0.0009029556851338279,0.42891557454562035
Daejeon,15128.649907944859,0.0008979363903418631,0.4298135109359622
Goiânia,15120.090791525197,0.000897428377918471,0.43071093931388066
Louisville,15043.003652245492,0.0008928529962414683,0.43160379231012214
Ganzhou,15038.123054678988,0.0008925633163170703,0.4324963556264392
Kawasaki City,14921.896952600253,0.0008856649052097264,0.4333820205316489
Indianapolis,14863.284420878981,0.000882186053793186,0.43426420658544207
Zhanjiang,14803.907806791674,0.0008786618515115086,0.4351428684369536
Weihai,14781.424289887193,0.0008773273789621241,0.43602019581591567
Shangrao,14662.244647078609,0.0008702536652522463,0.4368904494811679
Recife,14644.72987255968,0.0008692141043195208,0.43775966358548746
Wuhu,14555.526780136526,0.0008639195999648584,0.43862358318545236
Bogatynia,14484.250314790905,0.0008596891013811636,0.4394832722868335
Shaoyang,14352.5506743937,0.000851872283593247,0.4403351445704267
Xining,13999.47599307264,0.0008309161105840452,0.4411660606810108
Zunyi,13974.75342157383,0.0008294487425937297,0.4419955094236045
Campinas,13942.348586414771,0.0008275254063483011,0.44282303482995283
Riverside,13856.430411784348,0.0008224258729423566,0.4436454607028952
Bijie,13798.274546268622,0.0008189741262051297,0.4444644348291003
Sevilla,13713.534142474622,0.0008139444974701203,0.4452783793265704
Guilin,13704.18445085021,0.0008133895617422716,0.44609176888831265
Datong,13652.22154999163,0.0008103053883419642,0.4469020742766546
Huainan,13616.154236832668,0.0008081646716762768,0.4477102389483309
Valencia,13577.379137233902,0.0008058632387539261,0.4485161021870848
Albuquerque,13431.835983117277,0.0007972247617423178,0.44931332694882714
Luoyang,13388.103674904614,0.0007946291017715511,0.45010795605059867
Ulsan Metropolitan City,13374.594907420545,0.0007938273108657914,0.45090178336146447
Birmingham,13357.664113670386,0.0007928224111610492,0.45169460577262555
Málaga,13350.769737101646,0.000792413206661807,0.45248701897928734
Huaihua,13278.65443903068,0.0007881329205270698,0.4532751518998144
Montes Claros,13270.91951564537,0.0007876738267396903,0.4540628257265541
Zaozhuang,13265.592337051366,0.0007873576407253062,0.4548501833672794
Raleigh,13193.579415391889,0.0007830834309758344,0.4556332667982552
Kaifeng,13177.67046897561,0.0007821391813563312,0.45641540597961155
Taian,12949.3806521088,0.0007685894108641515,0.4571839953904757
Antwerp,12755.100331219339,0.0007570582186483591,0.45794105360912407
Gwangmyeong City,12732.037801581218,0.00075568937974063,0.4586967429888647
Anyang,12717.608942510915,0.0007548329782964049,0.45945157596716113
Toulouse,12633.322541930533,0.0007498302961831576,0.46020140626334427
Columbia,12613.24253027316,0.0007486384797755234,0.4609500447431198
Yiyang,12482.335698890962,0.000740868717876235,0.461690913460996
Zhenjiang,12427.168554712616,0.0007375943618292384,0.4624285078228253
Cheonan City,12376.56037518195,0.0007345905957082659,0.46316309841853354
El Paso,12359.329675711277,0.00073356789558764,0.4638966663141212
City of Yantai,12263.526653175704,0.0007278816631238789,0.46462454797724506
Memphis,12208.385533162505,0.0007246088516988451,0.4653491568289439
Qinhuangdao,12170.181039082141,0.000722341286138263,0.46607149811508214
Zhuzhou,12156.448009903697,0.000721526184544665,0.46679302429962677
Dazhou,12022.903400684854,0.0007135998616354007,0.4675066241612622
Paju City,11992.526123729545,0.0007117968678068938,0.4682184210290691
Belo Horizonte,11972.945555755416,0.0007106346950661326,0.46892905572413524
Tucson,11954.538771768273,0.0007095421903633477,0.4696385979144986
Bristol,11951.214002717166,0.0007093448541080548,0.47034794276860664
Dandong,11924.521481557485,0.0007077605629621105,0.47105570333156876
Nantong,11875.917454294917,0.0007048757500368469,0.4717605790816056
Jacksonville,11732.638249550893,0.0006963716460552128,0.4724569507276608
Suihua,11580.891446929721,0.0006873649615843125,0.47314431568924514
Daqing,11422.281780999203,0.000677950943032387,0.4738222666322775
Frankfurt am Main,11382.439230411248,0.0006755861532940659,0.47449785278557155
Putian,11232.459812686782,0.0006666843690769324,0.4751645371546485
Hengshui,11216.981842137715,0.0006657656993285269,0.47583030285397704
Roseville,11152.240845314236,0.0006619231028411642,0.4764922259568182
San Francisco,11087.450508738606,0.000658077577873123,0.47715030353469134
Tacheng area,11041.825230842354,0.0006553695637679787,0.47780567309845934
Zaragoza,11006.483024995154,0.0006532718846665218,0.47845894498312586
Parauapebas,11006.134394238523,0.0006532511922554291,0.47911219617538126
Gimhae City,10976.536880769958,0.0006514944800194549,0.4797636906554007
Liaoyang,10949.933474669813,0.0006499154781528165,0.48041360613355355
Xuchang,10905.361548786486,0.0006472699840418555,0.4810608761175954
Uijeongbuxi,10887.85707003429,0.000646231034197606,0.481707107151793
Fresno,10798.368559837887,0.0006409195893355877,0.4823480267411286
Huaibei,10632.62879491858,0.0006310823753638641,0.4829791091164925
Shiyan,10625.968647452775,0.0006306870731517711,0.4836097961896443
Ananindeua,10608.134054220955,0.0006296285298999118,0.4842394247195442
Suqian,10488.965925703462,0.0006225554996020399,0.4848619802191462
Nashville,10427.859493093285,0.0006189286267575678,0.48548090884590384
Long Beach,10241.536748865516,0.0006078697435519611,0.4860887785894558
Arlington,10193.905708795548,0.0006050426806977804,0.4866938212701536
Aurora,10178.2173001985,0.0006041115207415675,0.4872979327908951
Heze,10088.391510549764,0.0005987800572066466,0.48789671284810177
Bakersfield,10022.126414294225,0.0005948470002782747,0.48849155984838005
Brighton,10012.240723518094,0.000594260251193223,0.48908582009957324
Shanwei,9909.434129687952,0.0005881583331550045,0.48967397843272825
Boston,9822.801359975107,0.0005830163861210913,0.4902569948188493
Lakewood,9786.872288535022,0.0005808838745676114,0.49083787869341694
Colorado Springs,9684.098377504431,0.0005747838963637624,0.4914126625897807
Yingkou,9463.090630134913,0.0005616663412535504,0.49197432893103427
Manchester,9452.378812911813,0.000561030558777927,0.4925353594898122
Londrina,9333.29604153452,0.0005539625947141755,0.4930893220845263
Barin Guo Yu Mongolu Autonomous Prefecture,9301.849932618703,0.0005520961621043934,0.4936414182466307
Durham,9299.803044591717,0.0005519746723972769,0.49419339291902803
Jiaozuo,9269.708931400872,0.0005501884852931033,0.4947435814043211
Tieling,9269.454849349662,0.0005501734046665238,0.4952937548089876
Praia Grande,9253.27916161883,0.0005492133230504707,0.4958429681320381
Seattle,9197.37844004932,0.0005458954267114675,0.49638886355874956
Virginia Beach,9112.008806091395,0.000540828451044278,0.49692969200979387
Detroit,9082.90377982878,0.0005391009695847902,0.4974687929793787
Honghe Hani Dai Autonomous Prefecture,9034.112639673605,0.00053620505087835,0.49800499803025705
Leshan,9032.29604275691,0.0005360972297252393,0.4985410952599823
Itaboraí,9014.56911169386,0.0005350450765861653,0.49907614033656844
Yanbian Korean Autonomous Prefecture,8959.164883629079,0.0005317566488109915,0.4996078969853794
Mianyang,8897.966802669427,0.0005281243363279126,0.5001360213217073
Zhoukou,8894.743144154505,0.0005279330013239171,0.5006639543230312
Limeira,8853.984100158954,0.0005255138146111668,0.5011894681376424
Qujing,8770.751254365838,0.0005205736645274437,0.5017100418021699
Four-stage,8763.051906885354,0.0005201166822899882,0.50223015848446
Nanyang,8752.20927759168,0.0005194731356768391,0.5027496316201369
Xiangtan,8705.356404989589,0.0005166922596860888,0.503266323879823
Orlando,8698.59109113714,0.0005162907154942964,0.5037826145953173
Milwaukee,8675.962307696573,0.0005149476208861132,0.5042975622162034
Yichang,8670.496760849423,0.000514623222249286,0.5048121854384526
Dortmund,8653.228501201309,0.000513598292805465,0.505325783731258
Hebi,8648.858594925137,0.000513338924131351,0.5058391226553893
Mesa,8646.480674325674,0.0005131977865247176,0.5063523204419141
Pingxiang,8499.613019702278,0.000504480695941423,0.5068568011378556
Xiangxi Tujia Miao Autonomous Prefecture,8466.52735192712,0.000502516949984259,0.5073593180878399
Zhuhai,8399.316533679012,0.0004985277612663724,0.5078578458491062
Sheffield,8392.389120666761,0.0004981165959427992,0.508355962445049
Barra do Corda,8349.724977324757,0.0004955843351592755,0.5088515467802083
Jiujiang,8315.05807902488,0.0004935267378380901,0.5093450735180464
Macapá,8303.35811399862,0.000492832305458021,0.5098379058235044
Pyeongtaek City,8295.360806136912,0.0004923576382671288,0.5103302634617716
Gainesville,8229.898210134279,0.0004884722124350364,0.5108187356742067
Tonghua,8229.644509337702,0.0004884571544372051,0.5113071928286438
São Gonçalo do Amarante,8226.797236747234,0.0004882881592071111,0.511795480987851
Chifeng,8142.69997526731,0.0004832967031373092,0.5122787776909883
Honolulu,8122.466826591031,0.00048209579753117927,0.5127608734885195
Lyon,8086.416764930708,0.0004799561048001133,0.5132408295933195
Várzea Grande,8086.117513344332,0.0004799383432092965,0.5137207679365288
Siheung City,8032.004947686479,0.00047672657995384354,0.5141974945164827
Weinan,8005.527012956029,0.0004751550252361233,0.5146726495417188
Stockton,7963.745200054389,0.0004726751337397159,0.5151453246754585
Washington,7911.232309057457,0.00046955831656996715,0.5156148829920285
Duisburg,7830.380939640226,0.00046475951514019913,0.5160796425071686
Toledo,7810.627624708938,0.0004635870892849765,0.5165432295964537
São Félix do Xingu,7787.994740087747,0.00046224375125789296,0.5170054733477115
Cheongju City,7754.711311907424,0.0004602682675537755,0.5174657416152653
Plano,7753.9587245541825,0.00046022359895641236,0.5179259652142217
Tianshui,7699.76283960505,0.00045700689042004454,0.5183829721046417
Coventry,7691.854829592157,0.0004565375233576185,0.5188395096279994
Niterói,7672.799576526958,0.0004554065298282203,0.5192949161578275
Palma,7650.058166476877,0.00045405675045095213,0.5197489729082785
Águas Lindas de Goiás,7638.719952039293,0.00045338378918825155,0.5202023566974667
Meishan,7621.432781507614,0.0004523577373197177,0.5206547144347865
Lauro de Freitas,7612.049673696464,0.0004518008182284968,0.521106515253015
White,7570.196313307141,0.000449316680147416,0.5215558319331624
Huzhou,7536.0866490154285,0.00044729215654377383,0.5220031240897062
Dresden,7510.621341599551,0.00044578070467205384,0.5224489047943782
Baoji,7497.07504247709,0.0004449766861369878,0.5228938814805152
Strasbourg,7483.619776015263,0.00044417807069731946,0.5233380595512126
Yongzhou,7469.58651452207,0.00044334514930336854,0.5237814047005159
Nice,7456.5098265394745,0.00044256900377312187,0.524223973704289
Zhumadian,7429.484129766974,0.0004409649375309895,0.5246649386418201
Jining,7397.189090637135,0.00043904811805016013,0.5251039867598702
Parnamirim,7348.863621296982,0.00043617983847697196,0.5255401665983471
São José de Ribamar,7346.046127449321,0.0004360126107156863,0.5259761792090628
Brussels,7341.962962524797,0.0004357702611077698,0.5264119494701707
Porto Seguro,7296.229793693463,0.00043305584331178803,0.5268450053134824
Hannover,7292.540149094051,0.00043283685046223436,0.5272778421639447
São José dos Campos,7282.557465416912,0.0004322443445214189,0.5277100865084662
Stuttgart,7258.833339275617,0.00043083623763012633,0.5281409227460963
Chaoyang,7250.543469483813,0.0004303442059020772,0.5285712669519983
Saitama City,7240.592791237588,0.0004297535995915183,0.5290010205515898
Xuancheng,7231.808430420959,0.00042923221815357505,0.5294302527697433
Lancaster,7227.102485447303,0.000428952904449543,0.5298592056741929
Ribeirão Preto,7205.8723667246295,0.00042769282530908016,0.530286898499502
Changzhi,7191.746484518483,0.0004268544065634709,0.5307137529060655
Changde,7167.546038802986,0.0004254180284991582,0.5311391709345645
Hami,7148.409911193347,0.00042428223479281453,0.5315634531693574
Moreno Valley,7144.799424928625,0.00042406794025737015,0.5319875211096148
Salt,7134.957917778981,0.00042348381361955074,0.5324110049232343
Nantes,7125.439239963873,0.0004229188479914125,0.5328339237712258
Woodstock,7123.425456680447,0.00042279932316246523,0.5332567230943882
Chat,7119.558129633294,0.00042256978426044014,0.5336792928786487
Yangjiang,7096.421010108808,0.0004211965181914161,0.5341004893968401
Shaoguan,7085.060482574704,0.00042052223257119055,0.5345210116294112
Anqing,7065.69644968515,0.00041937291191791954,0.5349403845413292
Denver,7026.5398104210735,0.0004170488333297675,0.535357433374659
Kashgar area,6998.313585096156,0.00041537351166951006,0.5357728068863286
Jiamus,6973.060343957332,0.00041387464664648376,0.536186681532975
Springfield,6971.871296256304,0.00041380407265560537,0.5366004856056306
Atlanta,6962.012079136609,0.00041321889487134014,0.5370137045005019
Glendale,6952.2622798475595,0.0004126402114043132,0.5374263447119063
Hayward,6951.489082931978,0.00041259431955992357,0.5378389390314662
Leipzig,6942.688431164503,0.0004120719711991096,0.5382510110026653
Jinzhou,6935.986490034521,0.0004116741883921072,0.5386626851910574
Portland,6932.793475720609,0.00041148467222478294,0.5390741698632823
Salem,6886.871521788465,0.0004087590493964286,0.5394829289126787
Richmond,6885.882567069808,0.000408700351598827,0.5398916292642775
Bilbao,6879.841398088245,0.00040834178784715335,0.5402999710521247
Conselheiro Lafaiete,6842.88567461196,0.0004061483410331491,0.5407061193931578
Baltimore,6836.79479726342,0.000405786826922264,0.5411119062200802
Cuiabá,6802.349794687306,0.0004037423998605822,0.5415156486199407
Omaha,6790.72663505636,0.0004030525261397356,0.5419187011460804
Nürnberg,6786.019309243596,0.0004027731304782459,0.5423214742765586
Fullerton,6770.210111488892,0.00040183480127818926,0.542723309077837
Nanping,6724.423737160041,0.0003991172255565051,0.5431224263033935
Itapipoca,6720.857154207524,0.00039890553683069515,0.5435213318402241
Nottingham,6703.26774516121,0.00039786154608707964,0.5439191933863112
Pingdingshan,6662.385647480439,0.000395435055723138,0.5443146284420344
Oxford,6644.245305304672,0.0003943583652403792,0.5447089868072749
Ipatinga,6637.83923845266,0.00039397814356955025,0.5451029649508443
Carrollton,6626.893182340203,0.0003933284582259204,0.5454962934090704
Geoje city,6607.024716788436,0.00039214919779305017,0.5458884426068634
Temecula,6599.975838288533,0.00039173082308316696,0.5462801734299466
Plymouth,6572.088896605125,0.0003900756390511984,0.5466702490689977
Lianyungang,6494.468231203605,0.0003854685907996573,0.5470557176597973
Colônia Boa Vista,6491.4902089341795,0.0003852918351351904,0.5474410094949326
Gunpo City,6485.849938173045,0.0003849570660448472,0.5478259665609774
Gold Coast,6474.317437689878,0.0003842725732501509,0.5482102391342275
Valladolid,6446.152844470567,0.000382600909663203,0.5485928400438908
Leeds,6440.609470018148,0.00038227189169554515,0.5489751119355862
Pomona,6421.5656935519455,0.0003811415793409999,0.5493562535149272
Sagamihara City,6421.539225248509,0.000381140008357932,0.5497373935232851
Fontana,6416.743196109895,0.00038085534785491906,0.55011824887114
Auburn,6376.1185627727455,0.0003784441388680177,0.550496693010008
Burlington,6366.963340691598,0.00037790074556337083,0.5508745937555715
Jundiaí,6350.753553839573,0.0003769386400494826,0.551251532395621
Zhaoqing,6341.98743713118,0.0003764183414608877,0.5516279507370818
Jacundá,6336.192920728523,0.00037607441737155795,0.5520040251544533
Liaoyuan,6310.964377759742,0.00037457701826821335,0.5523786021727215
Oklahoma City,6308.932515807716,0.000374456420409318,0.5527530585931307
Münster,6305.024168713161,0.0003742244468291478,0.55312728303996
Miami,6290.609219927093,0.0003733688710072017,0.5535006519109671
Gwangju City,6277.271776222313,0.0003725772487454975,0.5538732291597126
Ontario,6268.547024012289,0.0003720594052793742,0.5542452885649919
Shangluo,6250.713777371426,0.00037100094195222934,0.5546162895069441
Franca,6240.342753663613,0.0003703853867209953,0.5549866748936652
Macaé,6228.546924333127,0.00036968526447118754,0.5553563601581364
Cametá,6223.645367677438,0.0003693943405541661,0.5557257544986905
Bragança,6221.570897001312,0.00036927121372380613,0.5560950257124144
Lincoln,6219.360413547293,0.0003691400140764027,0.5564641657264908
Leicester,6186.331512377561,0.0003671796374087046,0.5568313453638994
Tangará da Serra,6109.848834039095,0.0003626401325269865,0.5571939854964265
Manhuaçu,6102.823555918896,0.00036222315857922625,0.5575562086550057
Matsubara-shi,6086.871777190266,0.0003612763667175416,0.5579174850217232
Mokpo City,6024.897292427788,0.0003575979720505005,0.5582750829937737
Neijiang,5980.177601564569,0.0003549437075896754,0.5586300267013634
Guarujá,5948.103166912969,0.00035303998172857336,0.5589830666830921
Concord,5935.020882545765,0.00035226350403402747,0.559335330187126
Fukuoka City,5913.131815099529,0.0003509643140646502,0.5596862945011907
Warrington,5905.849439453779,0.0003505320805117392,0.5600368265817024
Chesapeake,5852.1604686145465,0.00034734545903725893,0.5603841720407396
Fremont,5850.2330917492545,0.00034723106272061606,0.5607314031034603
Jeonju City,5826.660214751186,0.00034583193297603107,0.5610772350364363
Sugar Land,5795.286821113447,0.00034396981626322044,0.5614212048526995
Luliang,5792.375416064858,0.00034379701455546324,0.561765001867255
Modesto,5781.674663394393,0.00034316188879835173,0.5621081637560533
Abaetetuba,5774.72119315572,0.0003427491768905176,0.5624509129329438
Thornton,5773.227448877282,0.00034266051813024243,0.5627935734510741
Fujisawa City,5739.2901581049355,0.0003406462254762694,0.5631342196765503
North Charleston,5734.126668496531,0.00034033975495518853,0.5634745594315055
Rio Claro,5733.806112851867,0.00034032072889666874,0.5638148801604022
Tampa,5716.466272124324,0.0003392915508743909,0.5641541717112766
Yangquan,5711.911326705988,0.00033902119950318253,0.5644931929107798
Haixi Mongolian Tibetan Autonomous Prefecture,5702.538488867318,0.00033846488996946164,0.5648316578007492
Monroe,5674.624770266853,0.000336808116637166,0.5651684659173863
Angers,5660.3536901131365,0.0003359610799037177,0.5655044269972901
Bordeaux,5628.016234839791,0.00033404174288173137,0.5658384687401719
Ponta Porã,5611.576509014847,0.00033306598971437785,0.5661715347298862
Herne,5603.31925292796,0.00033257589371969866,0.566504110623606
Denton,5595.464540358895,0.00033210969004029853,0.5668362203136463
Pohang City,5583.1564325409445,0.00033137916233470435,0.5671675994759809
Lavras,5572.563334037618,0.0003307504262154544,0.5674983499021965
Copper City,5566.848394099306,0.000330411225257639,0.5678287611274542
Zhaotong,5561.421021090494,0.00033008909236685065,0.568158850219821
Lagarto,5560.301752754766,0.0003300226600166196,0.5684888728798377
Stoke-on-Trent,5559.9910609621,0.0003300042194109798,0.5688188770992487
St. Petersburg,5554.565819340275,0.00032968221302519674,0.5691485593122739
Portel,5544.005104053741,0.00032905539895906926,0.5694776147112329
Lübeck,5541.539919861679,0.00032890908196393635,0.569806523793197
Schaerbeek,5522.58854683151,0.0003277842540649316,0.5701343080472618
Huangshi,5497.3054503415915,0.00032628361702613675,0.570460591664288
Las Palmas de Gran Canaria,5489.520091900305,0.00032582152974810303,0.5707864131940361
Oxnard,5488.847797941041,0.00032578162683444565,0.5711121948208705
Boise,5473.667632762572,0.00032488063283907335,0.5714370754537096
Asan City,5467.006980870672,0.00032448530068759067,0.5717615607543971
Rizhao,5464.7391074660845,0.00032435069475308503,0.5720859114491502
Vila Velha,5452.243745082107,0.0003236090528575191,0.5724095205020078
Bethlehem,5430.419121163278,0.0003223136878288161,0.5727318341898365
Miramar,5422.886605778379,0.000321866607638841,0.5730537007974754
Cabo de Santo Agostinho,5414.932934841337,0.00032139453044658446,0.573375095327922
Franklin,5407.120531335824,0.000320930837952785,0.5736960261658748
Pasadena,5395.876723407219,0.0003202634800347591,0.5740162896459094
Glasgow,5392.978348725181,0.000320091451723199,0.5743363810976326
