city,total_margin,orders_count,lat,lon
Yueyang,26686.84516631389,203,29.51813382533569,117.51338395830388
Linyi,26581.962048188958,202,31.432186629271524,114.03298538145695
Tangshan,26286.2053106049,186,29.456410530735294,111.92657908529412
Kunming,26163.511852596115,185,31.225612455664333,115.01209124685316
Bucheon City,25637.516238138836,195,37.497164425689654,126.78512179724137
Wuxi,25502.428240795733,172,34.36226079514815,112.00989460392593
Jiangmen,25268.973287109126,193,33.41238901640288,114.16044292805755
Jinhua,24924.2749443824,189,34.4335124041115,117.44862018710802
Xianyang,24689.574230288854,186,31.766528471406843,116.60698014410646
Hwaseong City,24508.17386668524,172,37.181424366194335,126.93608387813765
Fuyang,23662.96434236959,175,36.04597419831372,109.76309209882353
Hengyang,22047.725762373255,159,30.43618316851695,116.33972777457628
Langfang,22031.716885534956,157,31.424317729545454,109.43651910454544
Yinchuan,22015.007933591445,143,27.074634981,114.91765142318181
Namyangju City,21513.34156961327,159,37.66649300123893,127.22597605752212
Weifang,21417.115717946363,155,34.025583966053816,107.09424928161435
Suwon City,21060.512644112605,158,37.276691798990825,127.01494521651377
Haikou,21040.38257465263,176,29.105797505975104,115.18174187510374
Anyang City,20746.130991446993,142,37.400434938050005,126.9397137325
Shaoxing,20441.71090550699,152,35.29447110739337,111.36007526966826
Ansan City,19329.156237909057,151,37.31327112614286,126.83106252476189
Changzhou,19189.119214593073,142,26.426303257115386,110.7904876514423
Jiaxing,18787.74212737421,141,31.500494061830985,114.0972832028169
Seongnam City,18714.48402548314,136,37.391401408356806,127.1267461028169
Qiqihar,18259.6650900271,118,40.57156366144444,111.932676347
Zhangjiakou,17797.63642213614,138,33.403997628195874,115.3325790041237
Yulin,17483.41946707797,143,32.408675768544605,113.43856020309859
Ordos,17458.87129978976,115,35.13564681726744,116.73651517965116
Yichun,17420.083301451832,139,33.98624699336788,119.7111216523316
Gwangju,17321.138321379487,141,35.1667312640201,126.86158207286434
Chaozhou,17032.988453558177,133,33.2674557073262,111.31963815775401
Liuzhou,16766.00268411247,130,33.12790108222222,109.02467592833334
Xiaogan,16270.843293451679,105,31.049735119466664,113.32090074266667
Xuzhou,15716.07886793778,124,31.65446786117647,118.83750840235294
Loudi,15656.356201698933,97,37.15406813695036,116.09092604113475
Xinxiang,15593.75917669027,107,30.02278506389937,115.43191454213836
Goyang City,15436.015993853232,118,37.65731744804878,126.79306902195123
Osaka City,15411.402932667515,98,34.67576535871621,135.50079875
Daejeon,15128.649907944859,114,36.32817725067901,127.38321353395061
Ganzhou,15038.123054678988,110,28.556317268289472,109.33611464013158
Kawasaki City,14921.896952600253,98,35.571943203959734,139.62771695838927
Zhanjiang,14803.907806791674,109,32.26336014644737,114.50117298026315
Weihai,14781.424289887193,102,34.47979180724832,116.77411391006711
Shangrao,14662.244647078609,110,26.882435708503404,115.47900727414967
Wuhu,14555.526780136526,105,26.70713822676471,114.58059446588236
Shaoyang,14352.5506743937,98,28.069420824451612,118.67211189741936
Xining,13999.47599307264,109,24.984846893376623,110.04690735454545
Zunyi,13974.75342157383,90,32.36247900261538,118.21497164076924
Bijie,13798.274546268622,112,32.24798997662251,114.21038989668874
Guilin,13704.18445085021,106,28.62626182027027,111.38365298378378
Datong,13652.22154999163,108,29.12459751236025,113.27614673416149
Huainan,13616.154236832668,85,34.15632946536,115.0281804024
Luoyang,13388.103674904614,119,32.718569836190476,112.22137805238096
Ulsan Metropolitan City,13374.594907420545,106,35.520099914207314,129.32869632804878
Huaihua,13278.65443903068,90,38.572024149699246,115.49621895488723
Zaozhuang,13265.592337051366,79,29.416904692926828,109.61340073658536
Kaifeng,13177.67046897561,86,34.29885436854014,115.52248570364965
Taian,12949.3806521088,113,28.243438745620914,114.75670891437908
Gwangmyeong City,12732.037801581218,92,37.45111720152671,126.8665409221374
Anyang,12717.608942510915,94,37.25050322089172,100.5205258256051
Yiyang,12482.335698890962,95,30.62758308407692,118.82872766076922
Zhenjiang,12427.168554712616,92,39.59739962434783,121.76969436521739
Cheonan City,12376.56037518195,84,36.821385908527134,127.16914566511628
City of Yantai,12263.526653175704,104,35.14056599705882,118.93985918039216
Qinhuangdao,12170.181039082141,101,38.84875809575539,120.96168734028777
Zhuzhou,12156.448009903697,96,31.13641414984,118.37933233919999
Dazhou,12022.903400684854,88,36.91066208141667,111.02952210750001
Paju City,11992.526123729545,86,37.82237784924812,126.78839760977444
Dandong,11924.521481557485,96,29.910896366666666,115.05122169777778
Nantong,11875.917454294917,95,31.411917194888886,115.95375392370372
Suihua,11580.891446929721,68,35.30197815185567,116.84487852164948
Daqing,11422.281780999203,91,30.677495613622046,110.59701832283464
Putian,11232.459812686782,91,31.51650526591241,111.02724964160583
Hengshui,11216.981842137715,78,37.14475832464286,115.001277525
Tacheng area,11041.825230842354,74,35.266916824271846,120.08156993592232
Gimhae City,10976.536880769958,93,35.24413369333333,128.82527921587302
Liaoyang,10949.933474669813,86,32.38451781156522,116.51546730173912
Xuchang,10905.361548786486,73,34.4479780080531,114.22515858672566
Uijeongbuxi,10887.85707003429,86,37.742544576311474,127.06049225819673
Huaibei,10632.62879491858,80,39.352071939557526,117.16551721946902
Shiyan,10625.968647452775,71,30.903038552881355,116.10321770000002
Suqian,10488.965925703462,63,34.52986780525773,115.68275414123711
Heze,10088.391510549764,62,36.94750836770833,115.39298749270834
Shanwei,9909.434129687952,77,26.88163651241071,116.19245284017858
Yingkou,9463.090630134913,64,31.774149291304347,110.30441905217391
Barin Guo Yu Mongolu Autonomous Prefecture,9301.849932618703,85,29.40515807,113.0835187
Jiaozuo,9269.708931400872,72,31.022603266320758,116.3074748981132
Tieling,9269.454849349662,58,34.51927336033333,110.36211101111112
Honghe Hani Dai Autonomous Prefecture,9034.112639673605,61,26.169544282823527,112.54771149294118
Leshan,9032.29604275691,53,31.575671785875,113.70260468500001
Yanbian Korean Autonomous Prefecture,8959.164883629079,75,34.49060652171717,113.54259942424241
Mianyang,8897.966802669427,56,29.247255120000002,114.18746698333334
Zhoukou,8894.743144154505,60,35.20928138670588,117.10049000705882
Qujing,8770.751254365838,58,31.145235955116277,119.0618479883721
Four-stage,8763.051906885354,86,33.32016748,110.22898487407409
Nanyang,8752.20927759168,79,34.99964341721154,119.64804543557693
Xiangtan,8705.356404989589,62,26.199179942222223,111.60816136666666
Yichang,8670.496760849423,39,31.562059850689653,116.96247133793104
Hebi,8648.858594925137,64,29.60918845755319,118.48249748510639
Pingxiang,8499.613019702278,55,28.59937522965517,115.97423811264368
Xiangxi Tujia Miao Autonomous Prefecture,8466.52735192712,47,29.94332232620253,114.12168255696203
Zhuhai,8399.316533679012,70,34.28062384636364,118.93474375252524
Jiujiang,8315.05807902488,53,31.207181985119046,119.87639144880953
Pyeongtaek City,8295.360806136912,57,37.019546708901096,127.0409329934066
Tonghua,8229.644509337702,60,30.110817126516853,120.24715744719101
Chifeng,8142.69997526731,66,36.51305230433735,116.06126082891566
Siheung City,8032.004947686479,75,37.36981832574074,126.74286058888889
Weinan,8005.527012956029,45,31.005475725820894,110.58134243432836
Cheongju City,7754.711311907424,71,36.63210469206521,127.47124367826088
Tianshui,7699.76283960505,60,30.949614780104167,104.21176707083333
Meishan,7621.432781507614,57,34.64423399045977,116.41080220344828
White,7570.196313307141,61,34.725300337848104,118.04392814936709
Huzhou,7536.0866490154285,59,30.822463404567902,114.35758180864198
Baoji,7497.07504247709,70,31.789472782745097,118.56660324019607
Yongzhou,7469.58651452207,64,25.658105656555556,111.74263083888889
Zhumadian,7429.484129766974,56,32.63976290328947,115.89393678289474
Jining,7397.189090637135,54,36.63279969805556,114.28933457222222
Chaoyang,7250.543469483813,61,39.696888650804595,116.54051859310344
Saitama City,7240.592791237588,55,35.887496347260274,139.6509694109589
Xuancheng,7231.808430420959,53,36.061534473636364,116.90505068181817
Changzhi,7191.746484518483,57,38.19107410548781,121.03860339146341
Changde,7167.546038802986,62,27.734283883977277,118.19088837613637
Hami,7148.409911193347,65,39.73220928,116.3928183
Salt,7134.957917778981,49,38.43801489764706,103.95999721364707
Chat,7119.558129633294,67,25.799126255599997,113.21272777300001
Yangjiang,7096.421010108808,40,34.69805103015152,114.60549793333334
Shaoguan,7085.060482574704,37,41.1731875,80.29739361
Anqing,7065.69644968515,46,44.79226251082192,121.5196659150685
Kashgar area,6998.313585096156,61,31.22630920821429,114.63474540833333
Jiamus,6973.060343957332,55,28.95164864655172,115.95980862068966
Jinzhou,6935.986490034521,54,32.346460473409095,120.50566207386363
Nanping,6724.423737160041,57,25.518893473827163,118.41202887407408
Pingdingshan,6662.385647480439,48,22.8909423592,113.52278881199999
Geoje city,6607.024716788436,55,34.88415389211268,128.6344412309859
Lianyungang,6494.468231203605,62,34.14947990164557,122.45055703164556
Gunpo City,6485.849938173045,49,37.34774269527027,126.93846508513514
Sagamihara City,6421.539225248509,52,35.56570142873418,139.35779025443037
Zhaoqing,6341.98743713118,53,33.64988898,109.57650430526316
Liaoyuan,6310.964377759742,49,22.77484537,114.3032315
Gwangju City,6277.271776222313,42,37.380749290000004,127.28069362142858
Shangluo,6250.713777371426,30,31.33224126,120.57011790000001
Matsubara-shi,6086.871777190266,61,31.876470259594598,116.59000189729728
Mokpo City,6024.897292427788,34,34.8033671225926,126.41240596481482
Neijiang,5980.177601564569,48,33.299105959230765,116.89130925384615
Fukuoka City,5913.131815099529,48,33.5764015525,130.40268895138888
Jeonju City,5826.660214751186,40,35.82012006642857,127.12249383392857
Luliang,5792.375416064858,36,39.93231336069768,117.18872218372093
Fujisawa City,5739.2901581049355,41,35.37369906888889,139.45234071587302
Yangquan,5711.911326705988,46,33.986350730000005,119.91117366666667
Haixi Mongolian Tibetan Autonomous Prefecture,5702.538488867318,37,39.62042414,121.9575993
Pohang City,5583.1564325409445,32,36.069719997966104,129.37990219661017
Copper City,5566.848394099306,47,37.604292841093745,127.13490247968751
Zhaotong,5561.421021090494,47,36.029051124545454,118.18664025454545
Huangshi,5497.3054503415915,50,25.639013460923078,113.06987881076923
Asan City,5467.006980870672,54,36.81546076816902,127.02666691267605
Rizhao,5464.7391074660845,46,36.885459243030304,108.05854563030303
Maanshan,5342.415912295418,40,30.21565436,111.7870136
Sapporo,5306.926338228173,34,43.01532127979592,141.38295378571428
Funabashi City,5160.980660046681,33,35.70490130407408,139.99778533333333
Mudanjiang,5134.07175328712,39,25.63823680096154,108.65068680769232
Yamato City,5128.055041461575,37,35.49261353773585,139.4564578509434
Meizhou,5125.629401441862,29,46.0358064,125.9526192
Yili Kazakh Autonomous Prefecture,5069.947356203173,50,26.16635858716418,114.10007491343283
Fangchenggang,5036.36266231093,27,26.98685163,111.2363553
Anshan,5027.602529403655,44,33.733924125,121.7998919
Gimpo City,4966.749764480173,36,37.658291115666664,126.65554419833333
Suining,4939.912174337056,40,39.918120895,101.44856214308824
Tongren,4938.089211633696,31,28.83180052,112.3986777
Jingdezhen,4937.358125573637,41,31.850801869999998,113.66261501999999
Nagoya city,4927.184569875228,33,35.10903061521739,136.94198036304348
Jingzhou,4914.32245130104,29,29.13983621,120.9870544
Huanggang,4892.623784686347,41,34.79378194380952,117.96392619523812
Hulunbeir,4842.810360140225,33,36.18547954,113.0332553
Pingliang,4834.479098886088,37,31.3137388,118.3734626
Kobe City,4832.038199269694,40,34.69721743578125,135.2096114484375
Aksu area,4809.6882357294,38,38.265784418421056,116.27889602105262
Ichigawa City,4731.264815969635,35,35.70860413857143,139.9372255408163
Anshun,4647.081382530794,43,31.858914302666662,115.423479
Kannada,4617.433639971729,38,38.97081864,121.4925758
Anseong City,4590.72425881854,33,37.04856606358491,127.27885658867923
Wuzhong,4514.7931218498725,37,41.11888426,121.21654149999999
Bengbu,4509.0983051349285,28,32.263691946046514,118.03238571395347
Deyang,4498.748054872567,39,32.923210776666664,118.6943761
Benxi,4370.889049064749,39,34.77088625,113.64427010000001
Luohe,4275.255009185711,37,28.077299875,108.75773314999999
Gumi City,4250.812932742622,33,36.15469406727273,128.37388373636364
Bai Mountain,4227.616291622206,22,19.96157338,110.3130075
Koshigaya City,4221.205176484247,21,35.90241373970588,139.80437290588236
Zhangjiajie,4210.403965768805,21,28.96972363,116.7790939
Hiroshima city,4174.490617186434,31,34.45903701755555,132.47513234888888
Longyan,4138.166667455582,33,31.40835815977272,119.45557002954546
Southeast Miao Dai Autonomous Prefecture,4088.645467561176,38,34.28077749,108.08142100000002
Enshi Tujia Miao Autonomous Prefecture,4062.1627020414676,17,30.53475633,117.0576184
Wonju City,4039.5654141990776,33,37.367640769245284,127.91788041132077
Seven rivers,4008.1635063826375,30,27.554749109999996,120.5279045
Bayannre,4001.0825136813564,31,39.91598529,116.2540856
Linxia Hui Autonomous Prefecture,3886.2203614532305,23,39.79897931,116.360365
Hokkai,3852.701314858207,30,31.3739236,120.5163906
Soka,3808.206703827461,14,35.82579864923077,139.80182640769232
Huaian,3761.441093593955,40,39.96422348781819,120.37734869818182
Lijiang,3744.646691667544,28,40.03713427,116.4508594
Ziyang,3725.2864262013504,21,39.96101654,116.3839765
Transport,3706.1557642953785,30,43.88109631,125.3893404
Eight Wangzi City,3700.7811998180673,25,35.647469710833334,139.34009834722224
Yuxi,3680.2926049579323,29,37.47951712,122.1253971
Yangzhou,3669.8859843010846,25,35.650794104736846,117.27287838947369
Hegang,3666.010078440826,23,34.29047366,117.9978882
Amagasaki City,3621.691420885117,24,34.74632389189189,135.40266588378378
Kawaguchi city,3604.1869745382855,27,35.82037138333333,139.72499860833335
Zhangye,3563.6422112234227,31,29.70080185,120.2666372
Matsudo City,3546.009782517418,36,35.79392630255319,139.92942570638297
Lamabagar,3545.5600344930585,36,38.9153352,116.91119170000002
Machida City,3498.83698344573,29,35.580062637297296,139.42410134864863
Heyuan,3457.366737892215,25,28.72228367,115.8009095
Wada area,3446.703970290995,26,24.921239449999998,118.4730377
Dali Bai Autonomous Prefecture,3393.9675298984876,29,36.1409925,114.9861305
Yan'an,3370.071722236872,32,39.78822014,110.009243
Dongying,3341.4610910085003,21,34.59294362,105.8940128
Yangju City,3335.9915264182528,27,37.79010789761905,126.9757104547619
Huludao,3332.212537686556,33,39.99366499,116.57707109999998
Mitaka City,3254.468729000238,29,35.68609669377778,139.57018754
Gyeongsan City,3250.550161914156,27,35.869451223333336,128.8006668128205
Shizuishan,3247.8440373843478,32,39.948813593333334,119.7624568
Seogwipo City,3244.210211933076,24,33.30270976194444,126.56316922222223
Jeju City,3200.2517079097147,17,33.46061067833333,126.54504642500001
Guigang,3161.820451161861,17,27.972547850000005,120.7234959
Xinyang,3125.8860256140447,25,34.84565761,110.4527302
Turpan,3110.8217590640434,32,39.01687787,117.5918549
Wenshan Zhuang Miao Autonomous Prefecture,3105.2804176831805,24,30.18227064,121.2359246
Sanmenxia,3091.7459515252312,21,36.80416563,114.58025960000002
Baiyin,3064.7140901061157,27,33.55358232,117.5554529
Chuncheon City,2948.688858620835,23,37.882108207777776,127.80357197777778
Jiayuguan,2915.7090279099225,19,26.52307156,106.6566416
Uji City,2850.7664542567272,23,34.895195376785715,135.801481525
Suizhou,2839.6792973386546,22,33.59758837,119.011076
Shangqiu,2812.1168679877605,21,23.34298613,116.64747
Chofu City,2733.5745037661286,18,35.65576825173913,139.5579691
Quzhou,2724.937226579362,22,22.76423982,112.97226
Kagoshima City,2721.9001448598397,18,31.568887513793104,130.54156540689655
Qingyang,2716.195760075614,21,23.02932114,113.3069322
Chiba,2714.3079939396903,33,35.62912933195122,140.10512898536587
Zhongwei,2700.3240369544524,20,36.1646353,115.52738484
Nanchong,2660.3298782553,24,31.30250205,121.47989439999999
Jingmen,2635.005394241171,24,38.80473512,121.2670225
Higashimurayama City,2619.1931152366637,20,35.75328117730769,139.47200809230768
Chizhou,2616.245317549417,23,39.98008481,116.3837721
所,2537.010450705797,17,35.796081230384615,139.48161761923078
Yangsan City,2525.0880716283123,25,35.32136808642857,129.04378805000002
Fuxin,2497.857066592031,21,34.72043949,113.7712135
Fushun,2494.4484060989994,23,34.78856429,114.357913
Yibin,2440.354445249092,20,39.5492611,109.77215179999999
Uiwang City,2396.6208894118954,28,37.363757340588236,126.98535749117646
West Tokyo,2376.4637588100377,13,35.73371522625,139.5380325625
Qingyuan,2324.7138650718393,21,40.05450627,113.13820489999999
Tachikawa City,2318.160019450119,21,35.710736931935486,139.41648912903227
Osan City,2303.3172290322473,23,37.17880642451613,127.04346137096773
Zibo,2294.8912401928037,16,39.7393651,113.1459603
National city,2284.155968579419,22,35.685162105,139.4428806
Andong City,2255.8500993922203,6,36.59359144,128.5852232
Kiryu-shi,2172.1123519138237,17,36.40114756925926,139.34474815185186
Wangsu-gun,2136.078932145407,20,35.8905241132,127.08686698400001
Jinzhong,2087.3927560855213,16,39.93997356,116.3131356
Southwestern Buyi Miao Autonomous Prefecture,2086.4877558391936,13,31.84606486,117.2404975
Hanzhong,2056.5852585874345,19,22.8537746,113.1395699
Qinzhou,2037.0211305801581,18,25.3814776,119.02735969999999
Ezhou,2034.1371002698313,17,22.78440837,108.3671967
Fuchu City,2022.2539042195963,19,35.66660184074074,139.49945827037038
Sendai city,2019.9435703750219,10,38.27301021,140.91965895625
Xiaoping City,2010.1396832797357,11,35.730166291428574,139.4623199857143
Musashino,1930.0217569934757,13,35.705381822666666,139.55852166
Ya'an,1904.6683509249497,16,37.82544677,77.45764544
And light market,1899.6937168566367,12,35.790687972,139.62392508
Kojima City,1893.6722831099928,19,35.69792052478261,139.5082148956522
Xin Yu,1893.2708215181565,15,34.79498331,116.0721239
Rice Castle,1868.530296194613,11,35.64282429625,139.4917750125
Cheongwon-gun,1838.4048027398792,11,36.63445528928572,127.35920566428571
Higashi-Osaka City,1815.0511483347884,10,34.69670389,135.6262227
Gwangyang City,1773.9661132992246,15,34.93900182,127.66498724090908
Jinju City,1756.673156160511,13,35.165031042222225,128.14334264444443
Shuangyashan,1745.9216274339199,18,24.46751391,118.1003188
Binzhou,1736.309550298712,12,35.28393637,113.9100229
Jixi,1722.0839526614625,17,37.35401283,120.3934974
Ankang,1693.898399163788,12,36.13253581,103.7025851
Seosan City,1691.5550786036874,13,37.00010583647059,126.37995297058823
Narashino City,1664.2757736488595,19,35.6843714572,140.0246486
Tongliao,1662.5028978911532,19,38.05510645,114.5111891
Shop,1658.588662000561,11,35.49277079615384,139.41195161538462
Jincheng,1638.2988041604895,17,37.99515242,114.4727798
Iksan City,1637.4090862879793,6,35.97332141,127.0842653
Ome-shi,1594.3551836343365,10,35.78371527416667,139.28753456666666
City of the city,1577.1482230814263,14,35.52354881157895,140.07696634736843
Suncheon City,1532.5330470880072,9,34.98374584857143,127.51232218571428
Tama City,1471.4500607050459,13,35.627559715333334,139.44311311333334
Morning abortion,1470.1925237965054,8,35.80170223818182,139.59385013636364
Sayama City,1428.0694785078656,10,35.865057228333335,139.41006001666668
Aomori City,1423.412173264245,7,40.82035589363636,140.66142713636364
Dezhou,1396.2558067368461,17,30.125369690000003,104.6138166
Kadoma City,1383.8600992443153,5,34.71885851,135.5982497
Baoshan,1372.26708994716,14,34.76817242,113.7335354
Miyoshi city,1368.684234616399,5,35.08598137,137.0741697
Takasaki City,1326.8109520461344,7,36.34219155,139.0061515
Miyakojima City,1302.236911105443,11,24.78546089,125.2950084
Fern city,1289.6052383558363,9,35.82216591866667,139.69103689333332
Himeji City,1250.0593936491944,5,34.779911,134.65347327777778
Neiza City,1223.307479910702,14,35.798388433157896,139.55507575263158
Kurume City,1201.4226564507653,7,33.29647674363637,130.5242415818182
Hadano City,1194.3085798214674,9,35.374603799333336,139.22294404
Yeoju,1191.575247180417,6,37.26596919625,127.63450499999999
Yachiyo City,1178.4691024219765,10,35.73118578647059,140.11440095294117
Joy,1170.1453133933892,11,34.851126425384614,135.79155512307693
Gangneung City,1138.2361071043758,10,37.6765883875,128.94787540000002
Naha City,1099.6957309354123,8,26.218426767142855,127.71469002857144
Kawagoe City,1096.8077730761968,11,35.893262748,139.46372957333335
Kumamoto City,1093.7543043728344,7,32.791453927999996,130.72892581000002
Shiki,1075.6121177224045,8,35.831472964375,139.57247595
呉 市,1042.1647225372035,4,34.258185357500004,132.613128825
Tokai-shi,1037.6948731345442,11,35.031431459375,136.89941124999999
Iron,1019.9587237169004,6,38.31895639,127.1543177
Sakai City,1013.4848059738954,10,34.545087378333335,135.48646911666665
Kamagaya city,989.6164473392062,9,35.76945675181818,140.00358492727273
Higashi Kozoi,980.5618603549847,5,35.75314957,139.503063325
Ibaraki,929.3984904553096,4,34.78598745,135.5762955
Hino city,923.9639494669851,10,35.663816143,139.39356013999998
Yunfu,921.5467841504768,9,30.61896482,114.114204
Sakai-shi,913.7820020795397,12,35.86471024,139.9653937153846
Fuli City,909.7855494016638,3,35.73759538,140.3216493
Akashi-shi,879.5812758981048,7,34.701536826,134.89958727
High-sand city,863.9170226878016,4,34.75325785,134.7825422
Kitakyushu City,861.4312336922256,8,33.927173515,130.8176147
Oita City,828.2367244637538,5,33.24550063,131.5573381
Ube,815.3994631657014,3,33.939610595,131.25365705
Togo-cho,790.2006322433294,6,35.0962791675,137.048777625
Kiyose City,783.5756666292491,2,35.78507413,139.5193627
Gunsan City,770.0780682975484,6,35.97860282,126.62012200000001
Shizuoka City,766.9170824065113,5,34.983545675,138.41109191666666
Yamaguchi City,738.4166483638928,3,34.01406124,131.3376648
Eco-shi,737.837420619614,3,35.34124521,137.1766262
Suita city,721.3126492068103,7,34.78992217454546,135.52311646363637
Dangjin City,714.6940489256417,11,36.965764572727274,126.67185033636363
Tongyeong City,713.0656168679959,7,34.92299939916667,128.421788375
High-rise market,713.0624103309998,11,34.861132005,135.62139184285715
Urasoe,703.516351652471,3,26.26160573,127.7082736
Mito City,698.9118051943246,8,36.3414866525,140.46700145
Fujio,698.3405678556377,5,35.18251707142857,138.69560201428573
Goseong,695.74925991968,7,38.5939088,128.3940765
Midori City,693.0635678132701,4,36.39590975428572,139.2968727
Mirage,691.0426592418127,5,34.80411663888889,135.65288015555555
Chigasaki City,683.336854215847,6,35.33817154142857,139.41036164285714
Urayasu City,670.4285073588898,3,35.661655765999996,139.89742164
Changka Key City,661.7868335369249,6,34.92145356,135.7072269
大连市,656.311977656742,8,39.04121634,121.6028491
Chilgok-gun,648.8366497785721,5,36.00969809857143,128.4285713857143
Shirai City,645.2253004917696,4,35.7874924,140.0414502
Ina-cho,641.4687621115575,5,35.98917806,139.6269355
Izumi-shi,636.6511531922579,4,34.47919484,135.4344136
Icheon City,628.030201369147,6,37.182089303333335,127.50076827777778
Yotsukaido City,619.9085089565308,5,35.68399285,140.1569081
Toda City,609.0213328434418,8,35.818474835,139.66436646666668
Fukuho City,603.6354588215174,6,35.73315335714286,139.3388468714286
Kokubunji City,602.3798914357152,4,35.7059129,139.455462025
Yokosuka City,574.9917010047019,3,35.30431016333333,139.65475531666664
Fushan City,570.6326465410745,6,34.459946627142855,133.41557067142855
Kamogawa City,553.5043220524567,3,35.98963472,139.5265295
Kamisu City,552.1596075300067,6,35.90247587,140.6915274
Kakogawa City,550.0624820417096,5,34.72687666142857,134.83891894285713
Carlton,548.5393505820936,5,18.93683305875,53.689506514375005
Minoh City,544.8187470356115,4,34.85782923,135.4757732
Sabae City,530.9842539925128,3,35.63798826333333,139.57040625
Kariya City,529.0358720734876,2,34.96226727,137.0049315
海 名,527.8519778732842,3,35.42831112666667,139.39228268333332
Sacheon City,524.7780010923743,1,35.09223946,128.1185394
Kumagaya City,519.3404407522394,4,36.15844293,139.3177103
Aikawa-cho,478.16619283661754,4,35.51789498,139.338488
Takarazuka City,450.79236193564475,3,34.85712923,135.3434493
Gyeongju City,444.81893937880864,8,35.906467404999994,129.144305
Beppu,434.342994880152,6,33.29776267333333,131.45529057777776
Octopus city,433.9045517583534,5,32.86773748,130.7414814
Toyohashi City,433.161368402339,1,34.74574607,137.3385786
Onomichi city,417.84018687530954,3,34.43558536,133.2226868
Miyazaki City,416.5724700862455,4,31.83427062,131.33578705
Nagano city,416.19716909876524,4,36.66190186,138.2027911
Asahikawa City,412.792616289315,2,43.80760318,142.4573593
Koriyama City,408.35900769787065,3,37.400432546000005,140.32999456000002
Kumano-cho,404.8481470561648,5,34.34882443,132.596751
Kofu City,380.9336759745222,3,35.63900045,138.5561589
